On-Off Premise,Supplier,Brand,Brand Family,Product Num,Product Name,Package,Customer ID,Customer Name,Shipping Address,Buyer Count   2025/1,Units   2025/1,Buyer Count   2025/2,Units   2025/2,Buyer Count   2025/3,Units   2025/3,Buyer Count   2025/4,Units   2025/4,Buyer Count   2025/5,Units   2025/5,Buyer Count   2025/6,Units   2025/6,Buyer Count   2025/7,Units   2025/7,Buyer Count   2025/8,Units   2025/8,Buyer Count   2025/9,Units   2025/9,Buyer Count   2025/10,Units   2025/10,Buyer Count   2025/11,Units   2025/11,Buyer Count   2025/12,Units   2025/12,Buyer Count   2026/1,Units   2026/1,Buyer Count   2026/2,Units   2026/2,Buyer Count   2026/3,Units   2026/3,Buyer Count   2026/4,Units   2026/4,Buyer Count   2026/5,Units   2026/5,Buyer Count   2026/6,Units   2026/6,Buyer Count   2026/7,Units   2026/7
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150062,United Liquor,362 Washington St.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170202,Golden Liquors (P),7119-21 Bergen Line Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170222,E & E Wine & Liq (P),114 Old Bergen Road,1.00,1.00,,,1.00,2.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,1.00,2.00,,,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Cabernet Sauvignon,Chateau Diana,200191,Chateau Diana Non-Alcoholic Cabernet Sauvignon 12/750 mL Btl,1/12/750ml Btl,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,1.00,2.00,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Moscato,Chateau Diana,200194,Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1/12/750ml Btl,47005,Exquisite W & L (A),215 Main St,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,80041,PRIME WINE CELLAR Liquor & Beer,396 Rt 17 North,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,1.00,3.00,,,1.00,1.00,1.00,2.00,1.00,1.00
Off Premise,Bardstown Bourbon Co,Green River Single Barrel Wheated,Bardstown Green River,201075,Green River Single Barrel Wheated 1/1/750mL Btl,1/750ML,83010,Bottle King (A) Glen Rock,909 Prospect St,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,25047,Parker Liquors (Z),203 Parker Ave,1.00,9.00,1.00,8.00,1.00,5.00,1.00,8.00,1.00,8.00,1.00,4.00,1.00,7.00,,,,,,,,,,,1.00,10.00,1.00,13.00,1.00,14.00,1.00,6.00,1.00,4.00,1.00,13.00,1.00,6.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,27034,Liquor Stop (Passaic),321 Broadway,1.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,170127,Fragoso Liquors,2613 Bergenline Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,29003,Liquor Shed,740 Ridge Road,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,49044,Linwood Wine-Hudson Light,675 Park Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,152010,Royal Wine Iv,1073 Bergen St,1.00,5.00,1.00,4.00,1.00,2.00,1.00,2.00,1.00,6.00,1.00,-3.00,1.00,4.00,,,1.00,3.00,,,,,,,,,,,,,,,1.00,5.00,1.00,9.00,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,170191,Wine Warehouse (P) (Union City),2013 Bergenline Ave,,,1.00,6.00,1.00,4.00,1.00,3.00,,,1.00,4.00,,,1.00,4.00,1.00,1.00,1.00,2.00,,,1.00,5.00,1.00,4.00,1.00,4.00,,,,,,,1.00,5.00,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,152012,Oasis Liquors & Bar,284 Lyons Ave,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,32017,Wine Grand (Carlstadt),675 Paterson Ave,,,1.00,2.00,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,87001,Uncorked Wine & Spirits (Hohokus),611 N Maple Ave,,,1.00,2.00,1.00,7.00,,,,,1.00,6.00,,,,,1.00,6.00,1.00,6.00,,,1.00,6.00,1.00,12.00,,,,,,,1.00,6.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,36016,King Liquors,434 Main Ave,,,1.00,2.00,,,,,1.00,1.00,1.00,1.00,1.00,2.00,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,150603,Quality Liquors,267 South Orange Ave,1.00,6.00,,,,,1.00,3.00,,,1.00,2.00,1.00,3.00,,,1.00,3.00,,,,,1.00,5.00,,,,,,,1.00,5.00,,,1.00,5.00,1.00,5.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,171404,Massarelli's Liquors,403 Broadway,,,1.00,4.00,1.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,170038,Harrison Discount Liq(P),416 Frank E Rodgers Blvd,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150217,Galaxy Liquor,410 Central Ave,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Jerzey Jungle LLC,Jerzey Jungle Juice,Jerzey Jungle,200762,Jerzey Jungle Juice 6/1.75 L Btl,6/1.75 Liter Btl,23004,Shop Rite Wines/Spirits,895 Paulison Ave,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,152010,Royal Wine Iv,1073 Bergen St,,,1.00,3.00,,,1.00,1.00,1.00,1.00,1.00,2.00,,,,,1.00,2.00,1.00,2.00,,,,,,,1.00,2.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,74005,Winemart Discount,700 Broadway Suite 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),38007,Garden Liquors (P),300 Harrison Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,55001,Coasters Liquors,37 Union Ave,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,1.00,6.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,150646,Tonys Liquors #2,401 Clinton Ave,1.00,1.00,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150064,New Silver Key Liquor,250 Broadway,,,,,,,1.00,3.00,1.00,1.00,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Brut Rose,Caravella,200736,Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,83010,Bottle King (A) Glen Rock,909 Prospect St,,,,,,,1.00,1.00,1.00,1.00,,,1.00,1.00,,,1.00,1.00,,,,,,,1.00,1.00,1.00,1.00,,,,,1.00,1.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,83010,Bottle King (A) Glen Rock,909 Prospect St,1.00,6.00,1.00,6.00,1.00,6.00,1.00,6.00,,,1.00,6.00,1.00,6.00,1.00,6.00,1.00,6.00,1.00,6.00,,,1.00,12.00,,,1.00,6.00,,,1.00,6.00,,,1.00,6.00,1.00,12.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,81014,Shop Rite Liq(A) Fair Lwn,35-07 Broadway,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,1.00,1.00,1.00,1.00,,,1.00,1.00,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,152003,Hawthorne Quality Liquors,340 Hawthorne Ave,,,,,,,,,,,,,1.00,3.00,,,,,,,,,1.00,1.00,,,,,1.00,1.00,,,,,1.00,1.00,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic White Zinfandel,Chateau Diana,200197,Chateau Diana Non-Alcoholic White Zinfandel 12/750 mL Btl,1/12/750ml Btl,74005,Winemart Discount,700 Broadway Suite 42,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,43013,Buy Rite Of Fairview,201 Broad Ave,,,,,,,,,,,,,,,,,,,,,1.00,4.00,,,,,,,,,,,,,,,,
Off Premise,Prestige Beverage Group,2XO French Oak,2XO,100962,2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00
Off Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Pierre Ferrand,Bardstown Bourbon,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,1/750ML,87002,Wine & Spirits World (Hohokus),626 N Maple Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00
Off Premise,Savorian INC,Les Domaniales Rose D' Anjou Loire,Les Domaniales Rose D' Anjou Loire,100955,Les Domaniales Rose D' Anjou Loire 1/12/750 mL Btl,1/12/750ml Btl,59004,Royal Wine & Spirits II,50 Kinderkamack Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,1.00,1.00,,
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,170255,Liquor House,118 Erie St,1.00,1.00,,,,,,,1.00,1.00,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,1.00,6.00,,,,,,,1.00,6.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,170300,Ray's Liquors,266 Martin Luther King Dr,,,,,,,,,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,,,,,,,1.00,2.00,1.00,2.00,1.00,2.00,,,1.00,2.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,190208,Boonton Liquor Locker,119 Hawkins Pl,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,51004,Fill Er Up Kosher Wine(P),174 West Englewood Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,42004,Wine And People,260 Bergen Tpk,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,73003,Bottle King (A) Hillsdale,381 Washington Ave,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,152003,Hawthorne Quality Liquors,340 Hawthorne Ave,,,,,,,,,1.00,1.00,1.00,3.00,,,1.00,1.00,,,1.00,1.00,1.00,2.00,1.00,2.00,1.00,3.00,,,1.00,1.00,1.00,1.00,1.00,2.00,,,1.00,2.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,250070,Pereira's Liquor,318 Morris Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,40022,Buy Rite Of Hackensack,410 River St,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,170169,Buy Rite North Bergen,5665 John F. Kennedy Blvd,,,1.00,3.00,,,1.00,2.00,1.00,3.00,1.00,2.00,1.00,3.00,,,1.00,3.00,1.00,2.00,,,1.00,3.00,1.00,3.00,,,1.00,3.00,1.00,3.00,1.00,3.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250129,Super Value Liquors,224 Rahway Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,27072,Passaic Discount Liquors,49 Market St,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,32017,Wine Grand (Carlstadt),675 Paterson Ave,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170041,Binny's Liquors (306 Jersey City),306 Newark Avenue,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,2.00,,,,,,,,,,,,,1.00,2.00,1.00,5.00,,,1.00,3.00,,,,,1.00,1.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170081,A & S Liquors,14a Rose Avenue,1.00,5.00,,,1.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,3.00,,,,,,,,,,,1.00,3.00,,,1.00,4.00,1.00,5.00,,,1.00,3.00,1.00,5.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,14001,Wine & Bev. Depot (A),823 Riverview Dr N,1.00,1.00,,,1.00,2.00,,,1.00,2.00,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,45004,Ridgefield Liq (Z),520 Shaler Blvd,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery Series #10,Bardstown Bourbon,201059,Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,80026,Stew Leonard's(A) Paramus Wine,700 Paramus Park,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,15014,Deli Parchardo Liquors,111 N Main St,,,1.00,3.00,,,1.00,5.00,,,1.00,5.00,,,,,1.00,5.00,1.00,8.00,,,,,1.00,15.00,,,,,,,,,1.00,2.00,1.00,7.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250302,New Silver Key Liquor 4,594 Pennsylvania Ave,,,,,,,,,,,,,,,,,,,1.00,4.00,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170163,Buy Rite Union City,3196a Kennedy Blvd,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,1.00,1.00
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Moscato,Chateau Diana,200194,Chateau Diana Non-Alcoholic Moscato 12/750 mL Btl,1/12/750ml Btl,77009,M & M Wine & Spirits,429 Market St,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,80041,PRIME WINE CELLAR Liquor & Beer,396 Rt 17 North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,14007,Total Wine & More (Totowa),465 US Highway 46,1.00,24.00,1.00,12.00,,,1.00,12.00,,,1.00,18.00,,,,,1.00,6.00,,,1.00,12.00,,,1.00,12.00,1.00,18.00,1.00,18.00,,,1.00,12.00,1.00,6.00,1.00,12.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,170224,Bond Drugs,371 Central Ave,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,1.00,2.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,171341,Irv's Wines & Liquors(P),1099 Avenue C,,,,,,,,,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,250156,Alman Liquors,111 East 2nd Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,
Off Premise,Primos Imports LLC,Monte Xanic Cabernet Sauignon,Monte Xanic,105521,Monte Xanic Cabernet Sauignon 12/750 mL,1/12/750ml Btl,250087,House of Wine & Liquor Westfield,560 North Ave. East,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,34001,Meadowland Wine & Liquor,280 Valley Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00
Off Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,3001,Best Cellars (Wanaque),1069 Ringwood Ave,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,17011,Nico's Wine & Spirits,408 Haledon Ave,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,22067,Gonzalez Liq & Bar(A),105 Park Ave,1.00,2.00,1.00,4.00,1.00,4.00,,,1.00,4.00,1.00,3.00,1.00,3.00,,,,,,,,,,,1.00,1.00,1.00,2.00,1.00,2.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150667,Jason Liquors,762-764 Chancellor Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,1925 Spirits LLC,Leyenda 1925 Blanco Tequila,Leyenda 1925,200217,Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),34009,The Wine Rack Hasbrouck Hts,69 Route 17 South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Off Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,1.00,18.00,1.00,18.00,,,,,1.00,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),29011,World of Wine & Liquor,419 Valley Brook Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,1.00,1.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,250060,La Bamba,446 Elizabeth Ave,,,,,,,1.00,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,15014,Deli Parchardo Liquors,111 N Main St,,,,,,,1.00,2.00,,,1.00,2.00,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,24017,Rainbow Liquor (P),292 Lakeview Ave,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150132,Boot Leggers W/L,528 Central Ave,1.00,3.00,,,,,,,1.00,7.00,,,1.00,1.00,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Semi Sweet Rose,Caravella,200737,Lou Lou Bubbly Semi Sweet Rose 1/12/12 oz Can,1/12/12oz Can,50009,Riverview Liq (P),55 River Rd,,,,,,,1.00,1.00,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Goose Island,Bardstown Bourbon,201063,Bardstown Collaboration Series Goose Island 1/750 mL Btl,1/750ML,190216,House of Wine & Liquor,308 E Wootton St,,,,,,,1.00,1.00,1.00,1.00,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,32017,Wine Grand (Carlstadt),675 Paterson Ave,,,1.00,2.00,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,150616,JRC Liquor,728 Springfield Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200411,Travelers Club Gin 1/12/750 mL Btl,1/12/750ml Btl,150618,Home Liquors(641 Newark),641 Springfield Ave,,,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,
