Segment,Supplier,Brand Family,Brand,Product,Package,Servings per Case,Cases,Num Units,Tax Cost,Laid-in Cost,Discount,Participation,Full Price,Unit Price,Ext Price,Load Sheet Date
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$23.333333,$2.00,$0.00,$34.666667,$32.666667,$196.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$218.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$218.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$49.095238,$2.00,$0.00,$71.00,$69.00,$69.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$129.20,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,4,4,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$320.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$49.095238,$2.00,$0.00,$71.00,$69.00,$138.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$208.50,4/17/2025
Spirits,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912 OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,5,60,$1.089710,$15.416667,$2.00,$0.00,$22.083333,$20.083333,"$1,205.00",4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Silver Oak,201064 Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$0.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Goose Island,201063 Bardstown Collaboration Series Goose Island 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$54.666667,$0.00,$0.00,$75.666667,$75.666667,$0.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0.166667,1,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$0.00,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,0.166667,1,$0.00,$26.00,$0.00,$0.00,$0.00,$0.00,$0.00,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #10,201059 Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$105.67,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Silver Oak,201064 Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$105.67,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Goose Island,201063 Bardstown Collaboration Series Goose Island 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$54.666667,$0.00,$0.00,$75.666667,$75.666667,$75.67,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Amrut,201062 Bardstown Collaboration Series Amrut 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$105.67,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$80.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$129.20,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #12,201061 Bardstown Discovery Series #12 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$104.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Goose Island,201063 Bardstown Collaboration Series Goose Island 1/750 mL Btl,1/750ML,6,0.333333,2,$0.181615,$54.666667,$1.00,$0.00,$75.666667,$74.666667,$149.33,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Silver Oak,201064 Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,6,0.50,3,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$314.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Amrut,201062 Bardstown Collaboration Series Amrut 1/750 mL Btl,1/750ML,6,0.666667,4,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$418.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #11,201060 Bardstown Discovery Series #11 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$104.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #10,201059 Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,6,0.50,3,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$314.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Silver Oak,201064 Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$104.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #10,201059 Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$1.00,$0.00,$105.666667,$104.666667,$104.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Double Barrel Rye,201057 Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$436.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$2.333333,$0.00,$38.666667,$36.333334,$218.00,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Collaboration Series Silver Oak,201064 Bardstown Collaboration Series Silver Oak 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$105.67,4/17/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Discovery Series #10,201059 Bardstown Discovery Series #10 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$77.333333,$0.00,$0.00,$105.666667,$105.666667,$105.67,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$75.25,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$0.00,$0.00,$0.00,$70.00,$64.60,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$0.00,$0.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/15/2025
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200403 Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$0.00,$0.00,$0.00,$75.00,$61.10,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$76.00,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$0.00,$0.00,$0.00,$0.00,$72.00,$69.50,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$0.00,$0.00,$0.00,$0.00,$72.00,$69.50,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$0.00,$0.00,$0.00,$70.00,$64.60,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$0.00,$0.00,$0.00,$70.00,$64.60,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$0.00,$0.00,$0.00,$0.00,$72.00,$69.50,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$0.00,$0.00,$0.00,$0.00,$78.00,$72.25,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$0.00,$0.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$0.00,$0.00,$0.00,$70.00,$64.60,$0.00,4/15/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$129.20,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$65.25,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,3,3,$13.948284,$55.194444,$5.75,$2.00,$78.00,$72.25,$216.75,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,2,2,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$160.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,4/16/2025
Spirits,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912 OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,1,12,$1.089710,$15.416667,$2.00,$0.00,$22.083333,$20.083333,$241.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,1,1,$13.948284,$55.194444,$2.75,$0.00,$78.00,$75.25,$75.25,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,2,2,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$160.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$55.194444,$2.00,$0.00,$78.00,$76.00,$152.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$0.00,$0.00,$70.00,$70.00,$0.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$55.194444,$0.00,$0.00,$78.00,$78.00,$156.00,4/17/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,2,2,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$129.20,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,5,5,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$326.25,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,5,5,$13.948284,$55.194444,$5.75,$2.00,$78.00,$72.25,$361.25,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,0,0,$13.076517,$49.095238,$0.00,$0.00,$71.00,$71.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$55.194444,$0.00,$0.00,$78.00,$78.00,$0.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$80.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$1.00,$0.00,$38.666667,$37.666667,$226.00,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Rye,201053 Green River Rye 1/750 mL,1/750ML,6,1,6,$0.181615,$17.833333,$0.333333,$0.00,$27.333333,$27.00,$162.00,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Bourbon,201051 Green River Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$17.833333,$0.333333,$0.00,$27.333333,$27.00,$162.00,4/16/2025
Wine,Oceano,Oceano,Oceano White Moscato,100921 Oceano White Moscato 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.080355,$8.00,$17.00,$0.00,$143.00,$126.00,$126.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,4/16/2025
Spirits,Sterling,Sterling,Sterling,200002 Sterling Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$50.50,$12.00,$0.00,$60.00,$48.00,$0.00,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0.333333,2,$0.181615,$26.00,$0.333333,$0.00,$38.666667,$38.333334,$76.67,4/16/2025
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.333333,2,$0.181615,$23.333333,$0.166667,$0.00,$34.666667,$34.50,$69.00,4/16/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,4,4,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$261.00,4/21/2025
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,6,6,$13.948284,$55.194444,$5.75,$2.00,$78.00,$72.25,$433.50,4/21/2025
