Sales Rep Assigned,Product Num Name,Customer Num & Company,On-Off Premise,Load Sheet Date,Placement Count   6/1/2026 - 8/31/2026,Placement Count   9/1/2026 - 9/30/2026
Klejdi Lamo,1175 Fever Tree Cucumber 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1181 Fever Tree Classic Bloody Mary Mix 6/750 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1157 Fever Tree Club Soda 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1175 Fever Tree Cucumber 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Chris Payton,1154 Fever Tree Ginger Beer 8/500 mL Btl,46033 Discount Lqr(A) Outlet,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Shane Barreca,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,65001 Wine & Whiskey (A),Off Premise,7/10/2026,1.00,
Klejdi Lamo,1155 Fever Tree Ginger Beer 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Anthony Palmisano,1180 Fever Tree Classic Margarita Light Mix 6/750 mL Btl,1031 Highland Wine&Liquor Inc,Off Premise,7/10/2026,1.00,
Klejdi Lamo,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,191710 Shop Rite Wine & Spirits Stanhope,Off Premise,7/10/2026,1.00,
Shane Barreca,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Chris Payton,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,38040 Buy Rite Discount Liquor,Off Premise,7/9/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Dan Lagala,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/9/2026,1.00,
Jayson Romine,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,230427 ShopRite Wine & Spirits of Newton#830,Off Premise,7/9/2026,1.00,
Phil Ernst,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,80026 Stew Leonard's(A) Paramus Wine,Off Premise,7/9/2026,1.00,
Shane Barreca,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Shane Barreca,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/9/2026,1.00,
Phil Ernst,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Jayson Romine,1162 Fever Tree Tonic Water 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/9/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Phil Ernst,1157 Fever Tree Club Soda 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Shane Barreca,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,7/9/2026,1.00,
Shane Barreca,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Dan Lagala,1157 Fever Tree Club Soda 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/9/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Phil Ernst,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Chris Payton,1154 Fever Tree Ginger Beer 8/500 mL Btl,38040 Buy Rite Discount Liquor,Off Premise,7/9/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/9/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Jayson Romine,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/9/2026,1.00,
Dan Lagala,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/9/2026,1.00,
Shane Barreca,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Mike Ast,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,88005 Waldwick Wine/Spirits,Off Premise,7/9/2026,1.00,
Shane Barreca,1175 Fever Tree Cucumber 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Shane Barreca,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,7/9/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,7/9/2026,1.00,
Shane Barreca,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Phil Ernst,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Shane Barreca,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Mike Ast,1162 Fever Tree Tonic Water 3/8/150 mL Can,88005 Waldwick Wine/Spirits,Off Premise,7/9/2026,1.00,
Dan Lagala,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/9/2026,1.00,
Jayson Romine,1164 Fever Tree Tonic Water Light 8/500 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/9/2026,1.00,
Shane Barreca,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/9/2026,1.00,
Phil Ernst,1160 Fever Tree Tonic Water 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Phil Ernst,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Mike Ast,1155 Fever Tree Ginger Beer 3/8/150 mL Can,88005 Waldwick Wine/Spirits,Off Premise,7/9/2026,1.00,
Jayson Romine,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,230427 ShopRite Wine & Spirits of Newton#830,Off Premise,7/9/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Shane Barreca,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Chris Payton,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,38040 Buy Rite Discount Liquor,Off Premise,7/9/2026,1.00,
Jayson Romine,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,230427 ShopRite Wine & Spirits of Newton#830,Off Premise,7/9/2026,1.00,
Phil Ernst,1170 Fever Tree Ginger Ale 3/8/150 mL Can,25010 Stew Leonard's Wines & Spirits of Clifton,Off Premise,7/9/2026,1.00,
Shane Barreca,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,80026 Stew Leonard's(A) Paramus Wine,Off Premise,7/9/2026,1.00,
Dan Lagala,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,54006 Tenafly Fine Wine & Spirits,Off Premise,7/9/2026,1.00,
Shane Barreca,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/9/2026,1.00,
Phil Ernst,1155 Fever Tree Ginger Beer 3/8/150 mL Can,80026 Stew Leonard's(A) Paramus Wine,Off Premise,7/9/2026,1.00,
Jayson Romine,1157 Fever Tree Club Soda 6/4/200 mL Btl,230105 ShopRite Wines & Spirits of Sparta,Off Premise,7/9/2026,1.00,
Shane Barreca,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/9/2026,1.00,
Phil Ernst,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1160 Fever Tree Tonic Water 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Jayson Romine,1158 Fever Tree Club Soda 8/500 mL Btl,231501 Highland General Store,Off Premise,7/8/2026,1.00,
Phil Ernst,1159 Fever Tree Club Soda 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Mike Ast,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Mike Ast,1160 Fever Tree Tonic Water 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Mike Ast,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1162 Fever Tree Tonic Water 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Mike Ast,1159 Fever Tree Club Soda 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Mike Ast,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Jayson Romine,1161 Fever Tree Tonic Water 8/500 mL Btl,231501 Highland General Store,Off Premise,7/8/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Mike Ast,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,89005 Allendale Wine Shoppe,Off Premise,7/8/2026,1.00,
Mike Ast,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Mike Ast,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Mike Ast,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Mike Ast,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Phil Ernst,1175 Fever Tree Cucumber 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Phil Ernst,1170 Fever Tree Ginger Ale 3/8/150 mL Can,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Mike Ast,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,83010 Bottle King (A) Glen Rock,Off Premise,7/8/2026,1.00,
Mike Ast,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Jayson Romine,1162 Fever Tree Tonic Water 3/8/150 mL Can,231215 Mac & Lindy's W & S (A),Off Premise,7/8/2026,1.00,
Jayson Romine,1164 Fever Tree Tonic Water Light 8/500 mL Btl,231501 Highland General Store,Off Premise,7/8/2026,1.00,
Phil Ernst,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Mike Ast,1175 Fever Tree Cucumber 6/4/200 mL Btl,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Phil Ernst,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,80005 Shop Rite Liq (Paramus),Off Premise,7/8/2026,1.00,
Mike Ast,1155 Fever Tree Ginger Beer 3/8/150 mL Can,12011 Bottle King (A) Wayne,Off Premise,7/8/2026,1.00,
Matt Powierski,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Dave Ehlers,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,40010 Hackensack Liquors,Off Premise,7/7/2026,1.00,
Matt Powierski,1162 Fever Tree Tonic Water 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1170 Fever Tree Ginger Ale 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,67005 Shoprite Liq (A)Northvle,Off Premise,7/7/2026,1.00,
Matt Powierski,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1158 Fever Tree Club Soda 8/500 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1160 Fever Tree Tonic Water 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1158 Fever Tree Club Soda 8/500 mL Btl,31033 Capri Deli&Liq (P),Off Premise,7/7/2026,1.00,
Matt Powierski,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,62009 Gary's Wine & Marketplace (Closter),Off Premise,7/7/2026,1.00,
Matt Powierski,1161 Fever Tree Tonic Water 8/500 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Dan Lagala,1175 Fever Tree Cucumber 6/4/200 mL Btl,49055 Edgewater Liquor (A),Off Premise,7/7/2026,1.00,
Matt Powierski,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1175 Fever Tree Cucumber 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1152 Fever Tree Light Ginger Beer 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Shane Barreca,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,62009 Gary's Wine & Marketplace (Closter),Off Premise,7/7/2026,1.00,
Matt Powierski,1161 Fever Tree Tonic Water 8/500 mL Btl,31033 Capri Deli&Liq (P),Off Premise,7/7/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,75002 Shop Rite Liq (A)Emerson,Off Premise,7/7/2026,1.00,
Klejdi Lamo,1160 Fever Tree Tonic Water 6/4/200 mL Btl,191210 Milton Inn,Off Premise,7/7/2026,1.00,
Matt Powierski,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Klejdi Lamo,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,191210 Milton Inn,Off Premise,7/7/2026,1.00,
Dan Lagala,1157 Fever Tree Club Soda 6/4/200 mL Btl,49055 Edgewater Liquor (A),Off Premise,7/7/2026,1.00,
Matt Powierski,1157 Fever Tree Club Soda 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Klejdi Lamo,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,190304 Shoppers Disc Liquor,Off Premise,7/7/2026,1.00,
Dan Lagala,1160 Fever Tree Tonic Water 6/4/200 mL Btl,49055 Edgewater Liquor (A),Off Premise,7/7/2026,1.00,
Matt Powierski,1155 Fever Tree Ginger Beer 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Matt Powierski,1159 Fever Tree Club Soda 3/8/150 mL Can,31060 Bottle Republic (Rutherford),Off Premise,7/7/2026,1.00,
Mike Ast,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,11003 Lincoln Park Fine Wines & Spirits,Off Premise,7/7/2026,1.00,
Derrick Laws,1160 Fever Tree Tonic Water 6/4/200 mL Btl,15037 Liquor Gallery (Paterson),Off Premise,7/6/2026,1.00,
Klejdi Lamo,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,190917 Shop Rite Liq (A)Wharton,Off Premise,7/6/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,60001 Bottle King (A) Dumont,Off Premise,7/6/2026,1.00,
Jayson Romine,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,230114 Liquor Factory III Sparta,Off Premise,7/6/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/6/2026,1.00,
Jim Heaney,1160 Fever Tree Tonic Water 6/4/200 mL Btl,28011 Liquor Mart (North Arlington),Off Premise,7/6/2026,1.00,
Chris Payton,1160 Fever Tree Tonic Water 6/4/200 mL Btl,50020 Wineland,Off Premise,7/6/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,67004 Beverage Barn (A),Off Premise,7/6/2026,1.00,
Shane Barreca,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,67004 Beverage Barn (A),Off Premise,7/6/2026,1.00,
Shane Barreca,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,67004 Beverage Barn (A),Off Premise,7/6/2026,1.00,
Derrick Laws,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,15037 Liquor Gallery (Paterson),Off Premise,7/6/2026,1.00,
Dan Lagala,1160 Fever Tree Tonic Water 6/4/200 mL Btl,49045 Liquor World,Off Premise,7/6/2026,1.00,
Chris Payton,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,50020 Wineland,Off Premise,7/6/2026,1.00,
Shane Barreca,1162 Fever Tree Tonic Water 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/6/2026,1.00,
Shane Barreca,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,67004 Beverage Barn (A),Off Premise,7/6/2026,1.00,
Jayson Romine,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,230114 Liquor Factory III Sparta,Off Premise,7/6/2026,1.00,
Klejdi Lamo,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,190917 Shop Rite Liq (A)Wharton,Off Premise,7/6/2026,1.00,
Mike Ast,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,94001 Long Hill Liquors (A),Off Premise,7/6/2026,1.00,
Mike Ast,1162 Fever Tree Tonic Water 3/8/150 mL Can,94001 Long Hill Liquors (A),Off Premise,7/6/2026,1.00,
Klejdi Lamo,1165 Fever Tree Tonic Water Light 3/8/150 mL Can,190917 Shop Rite Liq (A)Wharton,Off Premise,7/6/2026,1.00,
Mike Ast,1159 Fever Tree Club Soda 3/8/150 mL Can,94001 Long Hill Liquors (A),Off Premise,7/6/2026,1.00,
Jayson Romine,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,230114 Liquor Factory III Sparta,Off Premise,7/6/2026,1.00,
Jayson Romine,1161 Fever Tree Tonic Water 8/500 mL Btl,230114 Liquor Factory III Sparta,Off Premise,7/6/2026,1.00,
Klejdi Lamo,1162 Fever Tree Tonic Water 3/8/150 mL Can,190917 Shop Rite Liq (A)Wharton,Off Premise,7/6/2026,1.00,
Anthony Palmisano,1157 Fever Tree Club Soda 6/4/200 mL Btl,3001 Best Cellars (Wanaque),Off Premise,7/3/2026,1.00,
Shane Barreca,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,71006 Ridgemont Liquors (A),Off Premise,7/3/2026,1.00,
Jim Heaney,1162 Fever Tree Tonic Water 3/8/150 mL Can,25008 Clifton Commons S & W,Off Premise,7/3/2026,1.00,
Jim Heaney,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,30005 Rutherford Wine (A),Off Premise,7/3/2026,1.00,
Anthony Palmisano,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,3001 Best Cellars (Wanaque),Off Premise,7/3/2026,1.00,
Shane Barreca,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,60001 Bottle King (A) Dumont,Off Premise,7/2/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/2/2026,1.00,
Mike Ast,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,11003 Lincoln Park Fine Wines & Spirits,Off Premise,7/2/2026,1.00,
Chris Payton,1170 Fever Tree Ginger Ale 3/8/150 mL Can,34007 Liquor Masters (P),Off Premise,7/2/2026,1.00,
Shane Barreca,1159 Fever Tree Club Soda 3/8/150 mL Can,62009 Gary's Wine & Marketplace (Closter),Off Premise,7/2/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,7/2/2026,1.00,
Derrick Laws,1155 Fever Tree Ginger Beer 3/8/150 mL Can,23004 Shop Rite Wines/Spirits,Off Premise,7/2/2026,1.00,
Shane Barreca,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,92011 Bottle King (A) Ramsey,Off Premise,7/2/2026,1.00,
Derrick Laws,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,23004 Shop Rite Wines/Spirits,Off Premise,7/2/2026,1.00,
Jim Heaney,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,25008 Clifton Commons S & W,Off Premise,7/2/2026,1.00,
Shane Barreca,1155 Fever Tree Ginger Beer 3/8/150 mL Can,73003 Bottle King (A) Hillsdale,Off Premise,7/2/2026,1.00,
Mike Ast,1175 Fever Tree Cucumber 6/4/200 mL Btl,11003 Lincoln Park Fine Wines & Spirits,Off Premise,7/2/2026,1.00,
Shane Barreca,1160 Fever Tree Tonic Water 6/4/200 mL Btl,62009 Gary's Wine & Marketplace (Closter),Off Premise,7/2/2026,1.00,
Shane Barreca,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,92008 Ramsey Wine & Liquor,Off Premise,7/2/2026,1.00,
Shane Barreca,1175 Fever Tree Cucumber 6/4/200 mL Btl,73003 Bottle King (A) Hillsdale,Off Premise,7/2/2026,1.00,
Derrick Laws,1179 Fever Tree Classic Margarita Mix 6/750 mL Btl,23004 Shop Rite Wines/Spirits,Off Premise,7/2/2026,1.00,
Shane Barreca,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,92011 Bottle King (A) Ramsey,Off Premise,7/2/2026,1.00,
