Product Name,Customer Num,Customer Name,On-Off Premise,Unit Price,Cases   2025,Cases   2026,$Vol   2025,$Vol   2026
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$34.65,,4.00,,$138.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231005,Ogdensburg Fire Dept,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31027,New Park Tav (A),On Premise,$36.00,,16.00,,$576.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,79001,Victor's Maywood Inn,On Premise,$33.15,20.00,,$663.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,50032,Vfw 5561 Bogota,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230108,Vfw 7248 Sparta,On Premise,$36.30,10.00,,$363.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,21038,Freddie's Dugout,On Premise,$37.80,,3.00,,$113.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,34002,Heights Bar (P),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80014,Bahama Breeze (Paramus),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$36.30,12.00,,$435.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44035,O'Malleys Pub LLC DBA Blackbird Pub,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,9001,Pompton Queen (P),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92012,The Shannon Rose/Ramsey,On Premise,$36.30,18.00,,$653.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12034,"Dave & Buster's Nj, Inc",On Premise,$37.80,,32.00,,"$1,209.60"
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1035,Old School Pub P),On Premise,$36.00,,3.00,,$108.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,60017,K Of C Dumont,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,78010,American Lgn Rochelle Pk,On Premise,$37.80,,12.00,,$453.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231309,The Stuffed Olive_2,On Premise,$33.15,3.00,,$99.45,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12023,The Village Inn,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92007,Brady's At(A)The Station,On Premise,$37.80,,18.00,,$680.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230910,American Lgn Franklin,On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,46028,Legends (P),On Premise,$33.15,10.00,,$331.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230433,Stillwater Area Vol Fire,On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230118,Lake Mohawk (P) Golf Club,On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24048,Dante's,On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,19006,Blackjack Mulligans (Hawthorne),On Premise,$34.30,9.00,,$308.70,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32015,Cjd 2l Corp(Sofive),On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,67002,Brady's Fox Hunt Inn,On Premise,$34.30,3.00,,$102.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190702,Smith's Tavern,On Premise,$34.65,,2.00,,$69.30
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,41034,Lodi Moose Lodge 1971,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10007,Bardis (P),On Premise,$37.80,,13.00,,$491.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44027,354 Steakhouse (A),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230306,AG Pizza & Restaurant - Newton,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29030,City Lounge (P),On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230402,Bella Italio Rest.(P),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32031,Spring Hill Suites Carlstadt,On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31026,Rockafella's,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32009,American Lgn (P) (Carlstadt),On Premise,$33.15,35.00,,"$1,160.25",
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191815,Eastern Asian Bistro/Bar,On Premise,$36.30,15.00,,$544.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,23015,Disabled Amvets (P),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,40028,Elks Post 658 (A),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12034,"Dave & Buster's Nj, Inc",On Premise,$36.30,26.00,,$943.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93002,Roxanne's A),On Premise,$36.30,3.00,,$108.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,19006,Blackjack Mulligans (Hawthorne),On Premise,$37.80,,9.00,,$340.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,78007,Woodstone Pizza B & G,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28009,1 Republik,On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31027,New Park Tav (A),On Premise,$37.80,,20.00,,$756.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93002,Roxanne's A),On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191203,American Lgn Oak Ridge Post 423,On Premise,$36.30,5.00,,$181.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,13003,Maggie's Town Tav.(P),On Premise,$37.80,,11.00,,$415.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28027,Roma Rest. (P),On Premise,$36.00,,3.00,,$108.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,25049,Yesterdays (P),On Premise,$36.00,,24.00,,$864.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44033,Brass Rail Pub_2,On Premise,$33.15,3.00,,$99.45,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80061,The Green Lounge,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191219,Berkshire Valley Gc,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29035,Marty Gra's (A),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31030,Al-Di-La' (P),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37063,Jojo's Bar & Grill,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80007,The Orange Lantern,On Premise,$34.30,42.00,,"$1,440.60",
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44033,Brass Rail Pub_2,On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92012,The Shannon Rose/Ramsey,On Premise,$37.80,,10.00,,$378.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,94003,Segovia Tavern,On Premise,$33.15,20.00,,$663.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,14008,The Barnyard and Carriage House,On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$36.00,,6.00,,$216.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32023,Redd's Rest (Z),On Premise,$33.15,5.00,,$165.75,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92010,Houlihan's Ramsey,On Premise,$37.80,,5.00,,$189.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,96007,The Original Barn,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,49085,Tommy's Tavern + Tap (Edgewater),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,38039,Hilltop Tav.(Z),On Premise,$33.15,20.00,,$663.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,78017,El Asadero Mexican Grill (Rochelle Park),On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10007,Bardis (P),On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32012,The Local Pub,On Premise,$37.80,,9.00,,$340.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,30017,Renaissance Meadowlands,On Premise,$37.80,,4.00,,$151.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,58008,K Of C River Edge,On Premise,$36.00,,7.00,,$252.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231703,AG Pizza and Restaurant (Branchville),On Premise,$33.15,12.00,,$397.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93013,Elks Post 1941 (Z),On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,95002,Indian Trail Club,On Premise,$37.80,,11.00,,$415.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31027,New Park Tav (A),On Premise,$36.30,23.00,,$834.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28009,1 Republik,On Premise,$36.30,10.00,,$363.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,94013,Portobello Feasts,On Premise,$36.00,,3.00,,$108.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,22016,Johnny A's (P) Hitchn Pos,On Premise,$36.30,22.00,,$798.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32023,Redd's Rest (Z),On Premise,$34.30,18.00,,$617.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28024,N Arlington Bowl O Drome,On Premise,$37.80,,8.00,,$302.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37034,Blackjack Mulligans(P) (Garfield),On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190905,Rockaway River Barn,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,8004,The Side Door (P),On Premise,$34.30,10.00,,$343.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24026,Rock Bar,On Premise,$36.00,,9.00,,$324.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,77003,Blue 42 Restaurant & Bar,On Premise,$37.80,,16.00,,$604.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80018,Millers Paramus Ale House,On Premise,$36.30,18.00,,$653.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190718,Marcella Community Club,On Premise,$36.30,3.00,,$108.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92005,Kinchley's,On Premise,$36.30,12.00,,$435.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,83009,Jalapeno Mex. Grille(A),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,71010,Elks Post 2234,On Premise,$37.80,,0.00,,$0.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,17009,Jimmy Geez (P),On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$34.30,7.00,,$240.10,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,58008,K Of C River Edge,On Premise,$33.15,10.00,,$331.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,38039,Hilltop Tav.(Z),On Premise,$34.65,,10.00,,$346.50
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231708,American Lgn Branchville,On Premise,$37.80,,13.00,,$491.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28019,Turf and Barrel,On Premise,$36.30,14.00,,$508.20,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,4011,Bloomingdale Fire Dept,On Premise,$37.80,,5.00,,$189.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,84009,Mac Murphy,On Premise,$37.80,,15.00,,$567.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,11012,American Lg 279 Lincoln Park,On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,71009,American Lgn Park Ridge,On Premise,$36.30,3.00,,$108.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12065,"Buffalo Wild Wings - Wayne, NJ",On Premise,$36.30,3.00,,$108.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,57015,Elks Post 2290 (Z),On Premise,$37.80,,3.00,,$113.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44025,Rudys (A),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93005,Mason Jar Restaurant,On Premise,$37.80,,12.00,,$453.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37034,Blackjack Mulligans(P) (Garfield),On Premise,$37.80,,16.00,,$604.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,19016,Jiggle's,On Premise,$36.30,4.00,,$145.20,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230306,AG Pizza & Restaurant - Newton,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28015,K Of C N Arlington (Z),On Premise,$37.80,,9.00,,$340.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29044,American Lgn Lyndhurst #139,On Premise,$36.00,,9.00,,$324.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,77013,William J. Mulligan VFW Post 281,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93014,Double Tree By Hilton,On Premise,$37.80,,6.00,,$226.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,94009,Oakland Diner,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28019,Turf and Barrel,On Premise,$34.30,4.00,,$137.20,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,4011,Bloomingdale Fire Dept,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28015,K Of C N Arlington (Z),On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,76004,Marriot Hotel(A)Saddle Bk,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1023,The New Jessies Kettle(P),On Premise,$34.65,,4.00,,$138.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,19006,Blackjack Mulligans (Hawthorne),On Premise,$36.30,15.00,,$544.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10007,Bardis (P),On Premise,$36.30,18.00,,$653.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190718,Marcella Community Club,On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231302,Thirsty Farmer,On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,47006,Elks Post 1506,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32023,Redd's Rest (Z),On Premise,$36.00,,3.00,,$108.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,74002,Elks Post 1562,On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31023,Applebee's Garfield (A),On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28026,Elks Post 1992 (Z),On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,9002,Tavern 5_2,On Premise,$36.30,0.00,,$0.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24026,Rock Bar,On Premise,$34.30,7.00,,$240.10,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,47014,K Of C 2229 (Z),On Premise,$34.30,3.00,,$102.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24060,Clifton Billiards (Z),On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,77031,Parkway Lanes,On Premise,$34.30,10.00,,$343.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,56022,Elks Post 1477,On Premise,$34.30,5.00,,$171.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,76013,Vfw Of Saddlebrook,On Premise,$34.30,7.00,,$240.10,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28031,Shawn's Crazy Saloon,On Premise,$36.30,11.00,,$399.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,8016,Elks Pompton Lakes,On Premise,$36.00,,2.00,,$72.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93004,Mahwah B & G (A),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,89002,Allendale Bar & Grill,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,5009,K Of C Pequannock Valley,On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32012,The Local Pub,On Premise,$36.30,17.00,,$617.10,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12001,T Bowl Tavern (Z),On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15004,Blackjack Mulligan's Public House,On Premise,$33.15,7.00,,$232.05,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1214,Whiskey Wolf Tavern (P),On Premise,$36.00,,7.00,,$252.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44027,354 Steakhouse (A),On Premise,$36.30,4.00,,$145.20,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,78007,Woodstone Pizza B & G,On Premise,$34.30,2.00,,$68.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31026,Rockafella's,On Premise,$36.00,,2.00,,$72.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,25049,Yesterdays (P),On Premise,$36.30,23.00,,$834.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191405,Pat's Bar (P),On Premise,$37.80,,3.00,,$113.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,41010,Lenoras Bar (P),On Premise,$36.00,,2.00,,$72.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28026,Elks Post 1992 (Z),On Premise,$34.65,,80.00,,"$2,772.00"
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,55008,American Lgn (Z) (Cresskill),On Premise,$36.00,,20.00,,$720.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191405,Pat's Bar (P),On Premise,$34.30,3.00,,$102.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190608,Cedar Lake Club,On Premise,$34.30,3.00,,$102.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80007,The Orange Lantern,On Premise,$36.00,,40.00,,"$1,440.00"
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,12023,The Village Inn,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10002,American Lgn Pequannock 450,On Premise,$36.00,,6.00,,$216.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32009,American Lgn (P) (Carlstadt),On Premise,$34.30,10.00,,$343.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93013,Elks Post 1941 (Z),On Premise,$33.15,35.00,,"$1,160.25",
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,22016,Johnny A's (P) Hitchn Pos,On Premise,$37.80,,28.00,,"$1,058.40"
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,14006,46 Lounge (P),On Premise,$37.80,,4.00,,$151.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24026,Rock Bar,On Premise,$36.30,16.00,,$580.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,38025,Rebar (Z),On Premise,$37.80,,3.00,,$113.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,30012,Elks Post 547 (A),On Premise,$37.80,,4.00,,$151.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,44035,O'Malleys Pub LLC DBA Blackbird Pub,On Premise,$37.80,,5.00,,$189.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10002,American Lgn Pequannock 450,On Premise,$36.30,8.00,,$290.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80018,Millers Paramus Ale House,On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29045,Teros Snack Bar,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37034,Blackjack Mulligans(P) (Garfield),On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,55008,American Lgn (Z) (Cresskill),On Premise,$36.30,9.00,,$326.70,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,57004,River & Henley,On Premise,$34.30,1.00,,$34.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230108,Vfw 7248 Sparta,On Premise,$36.00,,5.00,,$180.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24060,Clifton Billiards (Z),On Premise,$34.30,9.00,,$308.70,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37034,Blackjack Mulligans(P) (Garfield),On Premise,$36.30,10.00,,$363.00,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231309,The Stuffed Olive_2,On Premise,$34.30,1.00,,$34.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,37047,Dp's Pub & Seafood Grill,On Premise,$36.00,,15.00,,$540.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29036,Mr.Bruno's,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190615,The Second Half On Main,On Premise,$36.30,5.00,,$181.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,30002,American Lgn 109 (P) Rutherford,On Premise,$36.00,,3.00,,$108.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230910,American Lgn Franklin,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,93002,Roxanne's A),On Premise,$36.00,,8.00,,$288.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230108,Vfw 7248 Sparta,On Premise,$34.30,6.00,,$205.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190615,The Second Half On Main,On Premise,$37.80,,5.00,,$189.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92007,Brady's At(A)The Station,On Premise,$36.30,14.00,,$508.20,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,41013,Viva Margarita Hackensack,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,80024,Applebee's Paramus,On Premise,$36.30,5.00,,$181.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,231302,Thirsty Farmer,On Premise,$33.15,40.00,,"$1,326.00",
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,77011,Asu Mare Peru Restobar,On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,73007,Bensi (P),On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,49043,De Novo European Pub,On Premise,$37.80,,1.00,,$37.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,94011,Elks Post 2167,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29021,Uncle Vinnys Bar & Grill,On Premise,$34.65,,16.00,,$554.40
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190706,Mill Lane Tavern,On Premise,$34.30,7.00,,$240.10,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,71010,Elks Post 2234,On Premise,$36.30,2.00,,$72.60,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,19021,The Front Porch (Z),On Premise,$36.30,6.00,,$217.80,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24061,Breaker Billiards,On Premise,$37.80,,4.00,,$151.20
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,25049,Yesterdays (P),On Premise,$37.80,,21.00,,$793.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,31045,Dream Bar,On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,30002,American Lgn 109 (P) Rutherford,On Premise,$37.80,,2.00,,$75.60
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,92010,Houlihan's Ramsey,On Premise,$36.30,8.00,,$290.40,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,28024,N Arlington Bowl O Drome,On Premise,$36.30,9.00,,$326.70,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32009,American Lgn (P) (Carlstadt),On Premise,$36.00,,15.00,,$540.00
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,32008,Steve's Bar & Grill (A),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,230402,Bella Italio Rest.(P),On Premise,$36.30,1.00,,$36.30,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1035,Old School Pub P),On Premise,$34.65,,29.00,,"$1,004.85"
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,191815,Eastern Asian Bistro/Bar,On Premise,$37.80,,6.00,,$226.80
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,190708,American Lgn Rockaway,On Premise,$36.30,5.00,,$181.50,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,78010,American Lgn Rochelle Pk,On Premise,$34.30,3.00,,$102.90,
White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,65008,American Lgn Norwood,On Premise,$36.30,4.00,,$145.20,
