Sales Rep Assigned,Customer ID,Customer Name,Shipping Address,City,On Premise,Brand Family,Product Num Name,Cases   2025,Buyer Count   2025,Cases   2026,Buyer Count   2026
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Edgewater,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,4.00,1,,
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Waldwick,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,2.00,1
Nick Melissari,79001,Victor's Maywood Inn,122 W Pleasant Ave,Maywood,On Premise,Carbliss,200885 Carbliss Grapefruit 6/4/12 oz Can,,,2.00,1
Nick Melissari,80061,The Green Lounge,314 Paramus Rd,Paramus,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,,,2.00,1
Nick Melissari,38002,Satin Dolls (A),230 Route 17,Lodi,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Nick Melissari,80062,Hampton Inn Paramus,625 From Rd,Paramus,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,9.00,1,,
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Waldwick,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,2.00,1,,
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,12.00,1,3.00,1
Nick Melissari,29035,Marty Gra's (A),601 Schuyler Ave,Lyndhurst,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,30026,Simulcast,1 Racetrack Drive,East Rutherford,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,31043,House of Que (East Rutherford),1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,10.00,1,,
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Allendale,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,25.00,1,87.00,1
Nick Melissari,31036,Eros Cafe,168 Union Ave,East Rutherford,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,2.00,1,1.00,1
Nick Melissari,38025,Rebar (Z),132 Essex St,Lodi,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,,,1.00,1
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Wyckoff,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,2.00,1,3.00,1
Nick Melissari,31054,Burger Shack,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,10.00,1
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,1.00,1
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,On Premise,White Claw,8621 White Claw Peach 4/6/12 oz Can,1.00,1,,
Nick Melissari,30026,Simulcast,1 Racetrack Drive,East Rutherford,On Premise,White Claw,8594 White Claw Hard Seltzer Mango 1/24/16 oz,,,10.00,1
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Ramsey,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,,,2.00,1
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Elmwood Park,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,1.00,1
Nick Melissari,30026,Simulcast,1 Racetrack Drive,East Rutherford,On Premise,White Claw,8591 White Claw Hard Seltzer Black Cherry 1/24/16 oz,11.00,1,11.00,1
Nick Melissari,41026,Amc- Shops @ Riverside P,390 Hackensack Ave,Hackensack,On Premise,Sun Cruiser,200639 Sun Cruiser Lemonade Iced Tea 1/12/24 oz Can,1.00,1,,
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Ramsey,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,7.00,1,2.00,1
Nick Melissari,78016,Outback Stk Hse Roch Pk,194 Rt 17 N,Rochelle Park,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Nick Melissari,37004,Tres Agaves,178 Palisade Ave,Garfield,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,1.00,1,,
Nick Melissari,31026,Rockafella's,443 Paterson Aven,East Rutherford,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,,,5.00,1
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,42.00,1,40.00,1
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,7.00,1
Nick Melissari,28031,Shawn's Crazy Saloon,350 Belleville Turnpike,North Arlington,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,,,5.00,1
Nick Melissari,38025,Rebar (Z),132 Essex St,Lodi,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,1.00,1,,
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Little Ferry,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,0.00,1,,
Nick Melissari,29021,Uncle Vinnys Bar & Grill,37 Ridge Road,Lyndhurst,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10.00,1,16.00,1
Nick Melissari,32005,Biggies (A),430 Rte 17 So,Carlstadt,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Nick Melissari,31054,Burger Shack,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200671 Sun Cruiser Sampler Variety Pack 2/12/12 oz Can,,,5.00,1
Nick Melissari,31059,Apres Cafe,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,1.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,3.00,1
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,2.00,1
Nick Melissari,37012,Sportsmens (P) Tavern,245 Outwater Lane,Garfield,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Elmwood Park,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,2.00,1
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Carlstadt,On Premise,Carbliss,200883 Carbliss Blood Orange 6/4/12 oz Can,,,2.00,1
Nick Melissari,80018,Millers Paramus Ale House,270 Rt. 4 East,Paramus,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,54.00,1,29.00,1
Nick Melissari,77031,Parkway Lanes,200 Rt 46 East,Elmwood Park,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10.00,1,3.00,1
Nick Melissari,37005,Charlies Tav(Z),147 Frederick St,Garfield,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,31023,Applebee's Garfield (A),186 Passaic St,Garfield,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,1.00,1
Nick Melissari,80012,California Pizza Paramus,1160 Garden State Plaza,Paramus,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,3.00,1
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Mahwah,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,13.00,1,15.00,1
Nick Melissari,28031,Shawn's Crazy Saloon,350 Belleville Turnpike,North Arlington,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,3.00,1,,
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,,,2.00,1
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Oakland,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,,,3.00,1
Nick Melissari,31026,Rockafella's,443 Paterson Aven,East Rutherford,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,25.00,1,18.00,1
Nick Melissari,46028,Legends (P),16 Statehighway 5,Palisades Park,On Premise,White Claw,8639 White Claw Pineapple 4/6/12 oz Can,,,8.00,1
Nick Melissari,92014,Ramsey Country Clb,105 Lakeside Dr,Ramsey,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,15.00,1,2.00,1
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,East Rutherford,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,20.00,1,23.00,1
Nick Melissari,31055,The Game Room,1 American Dream Way,East Rutherford,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,,,6.00,1
Nick Melissari,41013,Viva Margarita Hackensack,774 Main St,Hackensack,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,5.00,1
Nick Melissari,79001,Victor's Maywood Inn,122 W Pleasant Ave,Maywood,On Premise,Carbliss,200890 Carbliss Peach 6/4/12 oz Can,,,2.00,1
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Wyckoff,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,2.00,1
Nick Melissari,30012,Elks Post 547 (A),48 Ames Avenue,Rutherford,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,2.00,1,4.00,1
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Edgewater,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,,
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,,,3.00,1
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,9.00,1,8.00,1
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,5.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,5.00,1,6.00,1
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,15.00,1,15.00,1
Nick Melissari,31011,Blarney Station,258 Park Ave,East Rutherford,On Premise,White Claw,8591 White Claw Hard Seltzer Black Cherry 1/24/16 oz,26.00,1,1.00,1
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,3.00,1,,
Nick Melissari,31011,Blarney Station,258 Park Ave,East Rutherford,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,80040,Biagio's,299 Paramus Rd,Paramus,On Premise,Carbliss,200884 Carbliss Cranberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,On Premise,White Claw,8591 White Claw Hard Seltzer Black Cherry 1/24/16 oz,11.00,1,14.00,1
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),984 Route 17 No Suite B,Ramsey,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,30029,Native Union Club,15 Sylvan St,Rutherford,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,69.00,1
Nick Melissari,88003,W's Village Grille,71 Crescent Ave,Waldwick,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,80024,Applebee's Paramus,Fashion Ctr Mall Rt17 N,Paramus,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,1.00,1,2.00,1
Nick Melissari,31026,Rockafella's,443 Paterson Aven,East Rutherford,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,5.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,Carbliss,200884 Carbliss Cranberry 6/4/12 oz Can,,,4.00,1
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,,,1.00,1
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Allendale,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,1.00,1
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Lodi,On Premise,Carbliss,200892 Carbliss Watermelon 6/4/12 oz Can,,,2.00,1
Nick Melissari,28031,Shawn's Crazy Saloon,350 Belleville Turnpike,North Arlington,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,11.00,1,,
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Carlstadt,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,22.00,1,2.00,1
Nick Melissari,80040,Biagio's,299 Paramus Rd,Paramus,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,2.00,1,7.00,1
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Lodi,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,,,45.00,1
Nick Melissari,41013,Viva Margarita Hackensack,774 Main St,Hackensack,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,,,0.00,1
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Little Ferry,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Little Ferry,On Premise,White Claw,200203 White Claw Vodka & Soda Variety 3/8/12 oz Can,23.00,1,,
Nick Melissari,37011,The Firehouse,42 Plauderville Ave,Garfield,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,30.00,1
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Elmwood Park,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,33.00,1
Nick Melissari,80040,Biagio's,299 Paramus Rd,Paramus,On Premise,Carbliss,200881 Carbliss Black Cherry 6/4/12 oz Can,,,1.00,1
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,On Premise,Carbliss,200892 Carbliss Watermelon 6/4/12 oz Can,,,1.00,1
Nick Melissari,32012,The Local Pub,442 Hackensack St,Carlstadt,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,27.00,1,30.00,1
Nick Melissari,49059,Outback Steakhouse(Z)Edg,539 River Rd,Edgewater,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,1.00,1,,
Nick Melissari,78017,El Asadero Mexican Grill (Rochelle Park),375 W. Passaic St.,Rochelle Park,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,4.00,1,,
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,East Rutherford,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,,,6.00,1
Nick Melissari,31058,Dream 360,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,4.00,1,,
Nick Melissari,49059,Outback Steakhouse(Z)Edg,539 River Rd,Edgewater,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,,
Nick Melissari,31027,New Park Tav (A),250 Park Ave,East Rutherford,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,3.00,1
Nick Melissari,31023,Applebee's Garfield (A),186 Passaic St,Garfield,On Premise,White Claw,9082 White Claw 0% Alc Mango Passionfruit 4/6/12 oz Can,1.00,1,3.00,1
Nick Melissari,88008,American Lgn (P) (Waldwick),46 Franklin Tpke,Waldwick,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,5.00,1,2.00,1
Nick Melissari,28009,1 Republik,26 Ridge Rd,North Arlington,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,9.00,1,8.00,1
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,21.00,1,19.00,1
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,2.00,1,1.00,1
Nick Melissari,93002,Roxanne's A),150 Franklin Tpk,Mahwah,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,5.00,1
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),984 Route 17 No Suite B,Ramsey,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,,
Nick Melissari,31036,Eros Cafe,168 Union Ave,East Rutherford,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,6.00,1
Nick Melissari,96006,Blue Moon Mexican Cafe,327j Franklin Ave,Wyckoff,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,19.00,1
Nick Melissari,30031,Paisano's,132 Park Ave,Rutherford,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,1.00,1,,
Nick Melissari,31055,The Game Room,1 American Dream Way,East Rutherford,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,3.00,1,6.00,1
Nick Melissari,28027,Roma Rest. (P),33 Crystal St,North Arlington,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,2.00,1,3.00,1
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Edgewater,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Nick Melissari,30029,Native Union Club,15 Sylvan St,Rutherford,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,66.00,1,5.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,1.00,1,1.00,1
Nick Melissari,96007,The Original Barn,359 Sicomac Ave,Wyckoff,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,1.00,1,,
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,On Premise,Carbliss,200887 Carbliss Lemon Lime 6/4/12 oz Can,,,2.00,1
Nick Melissari,31043,House of Que (East Rutherford),1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,20.00,1,20.00,1
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Allendale,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,0.00,1
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Ramsey,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,8.00,1,5.00,1
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,East Rutherford,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,15.00,1,6.00,1
Nick Melissari,34002,Heights Bar (P),163 Boulevard,Hasbrouck Heights,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,,,1.00,1
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Lodi,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,2.00,1
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,North Arlington,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,6.00,1,3.00,1
Nick Melissari,31059,Apres Cafe,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,,,5.00,1
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,3.00,1,,
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Rochelle Park,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,2.00,1,,
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Rochelle Park,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,1.00,1
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Waldwick,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,2.00,1,2.00,1
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Nick Melissari,28009,1 Republik,26 Ridge Rd,North Arlington,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,17.00,1
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Waldwick,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,2.00,1,1.00,1
Nick Melissari,94003,Segovia Tavern,110 W Oakland Ave,Oakland,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,60.00,1
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Ramsey,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,13.00,1,13.00,1
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Mahwah,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,15.00,1,2.00,1
Nick Melissari,94012,Holiday Bowl,29 Spruce St,Oakland,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,1.00,1
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Carlstadt,On Premise,Carbliss,200892 Carbliss Watermelon 6/4/12 oz Can,,,2.00,1
Nick Melissari,28019,Turf and Barrel,584 Ridge Rd,North Arlington,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,9.00,1,,
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,24.00,1,20.00,1
Nick Melissari,94004,Hansil's Bar (P),7 Ramapo Valley Rd.,Oakland,On Premise,White Claw,8594 White Claw Hard Seltzer Mango 1/24/16 oz,3.00,1,2.00,1
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,12.00,1,11.00,1
Nick Melissari,28009,1 Republik,26 Ridge Rd,North Arlington,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,2.00,1,,
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Oakland,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,4.00,1
Nick Melissari,28027,Roma Rest. (P),33 Crystal St,North Arlington,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,10.00,1,10.00,1
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Mahwah,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,0.00,1
Nick Melissari,31027,New Park Tav (A),250 Park Ave,East Rutherford,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,12.00,1,8.00,1
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Rochelle Park,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,3.00,1
Nick Melissari,29019,Mickey's Bar & Grill (Z),601 Riverside Plaza,Lyndhurst,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,29.00,1,26.00,1
Nick Melissari,29045,Teros Snack Bar,224 Ridge Rd,Lyndhurst,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,2.00,1
Nick Melissari,31062,Dream Live Performing Arts Center,1 American Dream Way,East Rutherford,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,20.00,1
Nick Melissari,28019,Turf and Barrel,584 Ridge Rd,North Arlington,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,4.00,1,,
Nick Melissari,49054,Hiram's,1345 Palisade Ave,Fort Lee,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,0.00,1
Nick Melissari,92012,The Shannon Rose/Ramsey,1200 Rt 17 N,Ramsey,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,8.00,1,3.00,1
