Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Robin Feldman,1026,American Legion Post 289 (A) West Milford,177 Lincoln Av,West Milford,Passaic,Passaic-FF,1.00,242.00
Paul Mclaughlin,62011,Sear House (A),411 Piermont Rd,Closter,Bergen,Bergen,1.00,241.00
Robin Feldman,86005,K Of C (Z) Washing. Twsp,79 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,240.00
Brian Sengebush,190219,Columbia Inn,29 Main Rd.,Montville,Morris,Morris 1,1.00,239.33
Brian Sengebush,1022,The Cheesecake Factory,301 Mt. Hope Ave,Rockaway,Morris,Morris 1,1.00,239.00
Brian Sengebush,230116,Lake Mohawk Country Club,21 Lake Mohawk Country Club Boardwalk,Sparta,Sussex,Sussex,1.00,239.00
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,138 New Pehle Ave,Saddle Brook,Bergen,Bergen,1.00,237.00
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,Sussex,Sussex,1.00,237.00
Dan Lagala,44033,Brass Rail Pub_2,339 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,236.00
Paul Mclaughlin,54011,Knickerbocker Golf (P),188 Knickerbocker Rd,Tenafly,Bergen,Bergen,1.00,235.17
Matt Powierski,42014,Segovia Steak House(A),217 Main St,Little Ferry,Bergen,Bergen,1.00,235.00
Brian Sengebush,190306,Lena y Carbon VII Parsippany,450 N Beverwyck Rd,Parsippany,Morris,Morris 1,1.00,233.00
Mike Ast,83009,Jalapeno Mex. Grille(A),930 Prospect St,Glen Rock,Bergen,Bergen,1.00,232.00
Allison Scott,23013,Vfw 7165 (P),491 Valley Rd,Clifton,Passaic,Passaic,1.00,232.00
Nick Melissari,31020,Chili's B & G E Rutherfor,140 Rte 17 North,East Rutherford,Bergen,Bergen,1.00,231.00
Allison Scott,17003,D'CARBON BAR AND GRILL haledon,529 Belmont Ave,Haledon,Passaic,Passaic,1.00,229.00
Mike Ast,84015,The Office 2131 Ridgewood,32-34 Chestnut St,Ridgewood,Bergen,Bergen,1.00,228.17
Javier Melo,27051,Factory 220,220 Passaic St,Passaic,Passaic,Passaic,1.00,228.00
Allison Scott,25052,Uno Chicago Grl (A)Clifto,426 Rt 3 W.River Frontcnt,Clifton,Passaic,Passaic,1.00,228.00
Pablo Lopez,25073,Aruba Lounge (P),240 Dayton Ave,Clifton,Passaic,Passaic,1.00,228.00
Robin Feldman,190712,White Meadow Lake Cc,100 White Meadow Rd,Rockaway,Morris,Morris 1,1.00,228.00
Allison Scott,8014,Macks American Bar/Grill,300 Wanaque Ave,Pompton Lakes,Passaic,Passaic,1.00,227.00
Nick Melissari,31013,Elia Restaurant,240 Hackensack St,East Rutherford,Bergen,Bergen,1.00,227.00
Paul Mclaughlin,62008,Bareburger (Closter),129 Vervalen St,Closter,Bergen,Bergen,1.00,226.00
Nick Melissari,92006,Chili's Ramsey (A),900 Rt 17 N,Ramsey,Bergen,Bergen,1.00,225.00
Allison Scott,9005,The Legacy Castle,141 NJ-23,Pompton Plains,Morris,Morris 3,1.00,225.00
Nick Melissari,41026,Amc- Shops @ Riverside P,390 Hackensack Ave,Hackensack,Bergen,Bergen,1.00,224.00
Allison Scott,17001,Underdog Lounge(P),4 Church Street,Haledon,Passaic,Passaic,1.00,223.00
Dan Lagala,49076,Raku Izakaya (Z),209 Main Street,Fort Lee,Bergen,Bergen,1.00,223.00
Paul Mclaughlin,40038,Forte Ristorante,160 Prospect Ave,Hackensack,Bergen,Bergen,1.00,222.00
Nick Melissari,93014,Double Tree By Hilton,180 Rt 17 S,Mahwah,Bergen,Bergen,1.00,222.00
Brian Sengebush,230103,St.Moritz Grill & Bar,9 White Deer Plaza,Sparta,Sussex,Sussex,1.00,221.50
Allison Scott,24048,Dante's,955 Valley Rd,Clifton,Passaic,Passaic,1.00,221.00
Nick Melissari,49059,Outback Steakhouse(Z)Edg,539 River Rd,Edgewater,Bergen,Bergen,1.00,220.00
Brian Sengebush,230101,"Tomahawk Lake,Inc",153 Tomahawk Trail,Sparta,Sussex,Sussex,1.00,220.00
Robin Feldman,190605,Hunan Taste (Z),67 Bloomfield Ave,Denville,Morris,Morris 1,1.00,220.00
Matt Powierski,77017,Hook & Reel,100 Broaway Suite 13,Elmwood Park,Bergen,Bergen,1.00,219.00
Dan Lagala,44028,512 Bar,512 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,219.00
Nick Melissari,92013,Varka,30 N Spruce St,Ramsey,Bergen,Bergen,1.00,218.50
Brian Sengebush,191008,Jefferson Diner & Tav(P),5 Bowling Green Parkway,Lake Hopatcong,Morris,Morris 1,1.00,218.00
Nick Melissari,93007,Rp Prime Restaurant,209 Ramapo Valley Rd,Mahwah,Bergen,Bergen,1.00,218.00
Allison Scott,5003,Applebee's (A)Butler,1200 NJ-23,Butler,Morris,Morris 3,1.00,214.00
Paul Mclaughlin,74001,Lolitas Mexican Cantina,65 Old Hook Rd,Westwood,Bergen,Bergen,1.00,213.00
Allison Scott,19021,The Front Porch (Z),217 Wagaraw Road,Hawthorne,Passaic,Passaic,1.00,212.00
Robin Feldman,47014,K Of C 2229 (Z),106 Bergen Ave,Ridgefield Park,Bergen,Bergen,1.00,211.17
Robin Feldman,191406,Courtyard Marriott Mt Arl,15 Howard Blvd,Mt Arlington,Morris,Morris 1,1.00,210.33
Robin Feldman,18007,The Tides,1245 Belmont Ave,North Haledon,Passaic,Passaic,1.00,210.00
Allison Scott,13018,Chili's Little Falls,1165 Rte 46 East,Little Falls,Passaic,Passaic,1.00,209.00
Brian Sengebush,190106,Rails Steakhouse (A),10 Whitehall Road,Towaco,Morris,Morris 1,1.00,208.00
Robin Feldman,47006,Elks Post 1506,30 Spruce St,Ridgefield Park,Bergen,Bergen,1.00,208.00
Paul Mclaughlin,81024,Anthony's Coal Fired Pizza (Fair Lawn),2101 Promenade Blvd,Fair Lawn,Bergen,Bergen,1.00,207.00
Dan Lagala,49018,Jumong Restaurant,1550 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,206.00
Pablo Lopez,25087,Sarina Bar,108 Center St,Clifton,Passaic,Passaic,1.00,206.00
Paul Mclaughlin,86006,Seasons Catering (A),644 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,206.00
Nick Melissari,94002,Trovato's Due (Z),4 Barbara Lane,Oakland,Bergen,Bergen,1.00,204.00
Chris Payton,80028,El Cid,205 Paramus Rd,Paramus,Bergen,Bergen,1.00,203.00
Nick Melissari,80031,Grand Lux Cafe (A),1 Garden State Plaza,Paramus,Bergen,Bergen,1.00,203.00
Mike Ast,83011,Stone & Rail,175 Rock Rd,Glen Rock,Bergen,Bergen,1.00,202.00
Dan Lagala,44027,354 Steakhouse (A),354 Lawton Ave,Cliffside Park,Bergen,Bergen,1.00,201.00
Paul Mclaughlin,40008,Tavern 61 (Z),61 River St,Hackensack,Bergen,Bergen,1.00,199.50
Dan Lagala,45015,Tivoli Restaurant,533 Shaler Blvd,Ridgefield,Bergen,Bergen,1.00,199.00
Nick Melissari,80009,Houlihans (Para)(A),65 Rt 4 West,Paramus,Bergen,Bergen,1.00,198.00
Brian Sengebush,231714,Mountain House Tav & Gril,19 Us-206,Branchville,Sussex,Sussex,1.00,197.00
Brian Sengebush,230432,Vfw 5360 Newton(P),85 Mill St,Newton,Sussex,Sussex,1.00,197.00
Robin Feldman,190718,Marcella Community Club,831 Greenpond Road,Rockaway,Morris,Morris 1,1.00,197.00
Paul Mclaughlin,65005,Dimora Ristorante (P),100 Piermont Rd,Norwood,Bergen,Bergen,1.00,197.00
Paul Mclaughlin,50018,Debonair Music Hall,1409 Queen Ann Road,Teaneck,Bergen,Bergen,1.00,195.00
Dan Lagala,49048,River Palm (A),1416 River Rd,Edgewater,Bergen,Bergen,1.00,195.00
Paul Mclaughlin,74004,P J Finnegan's,274 Fairview Ave,Westwood,Bergen,Bergen,1.00,195.00
Brian Sengebush,230120,Village Saloon (P),712 Woodport Rd (Rte 181),Sparta,Sussex,Sussex,1.00,195.00
Robin Feldman,28017,Lassoni Ristorante(P),602 Ridge Rd,North Arlington,Bergen,Bergen,1.00,195.00
Robin Feldman,9001,Pompton Queen (P),710 NJ-23,Pompton Plains,Morris,Morris 3,1.00,193.33
Allison Scott,12035,Preakness Hills (A) cc,1050 Ratzer Road,Wayne,Passaic,Passaic,1.00,193.00
Brian Sengebush,191603,Sabor Latino,136 Main St,Netcong,Morris,Morris 1,1.00,193.00
Nick Melissari,31052,Mozzarella Bar,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,193.00
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Ramsey,Bergen,Bergen,1.00,192.00
Office Tell Sell,49006,Ga Yeon Restaurant,2020 Hudson St,Fort Lee,Bergen,Bergen,1.00,191.00
Nick Melissari,37005,Charlies Tav(Z),147 Frederick St,Garfield,Bergen,Bergen,1.00,191.00
Paul Mclaughlin,86007,Bacari,800 Ridgewood Rd,Washington Twsp,Bergen,Bergen,1.00,190.00
Dan Lagala,46006,Rock 21,400 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,190.00
Nick Melissari,80011,Casa De Montecristo,184 Route 17n.,Paramus,Bergen,Bergen,1.00,190.00
Brian Sengebush,230306,AG Pizza & Restaurant - Newton,131 Newton Sparta Rd,Newton,Sussex,Sussex,1.00,190.00
Javier Melo,27055,Don Lalo Restaurant,879 Main Ave,Passaic,Passaic,Passaic,1.00,188.00
Paul Mclaughlin,74012,Iron Horse,20 Washington Ave,Westwood,Bergen,Bergen,1.00,188.00
Allison Scott,25009,Spuntino Wine Bar/Italian,70 Kingsland Rd,Clifton,Passaic,Passaic,1.00,187.00
Dan Lagala,43019,Cast Iron Pot (A),356 Bergen Blvd,Fairview,Bergen,Bergen,1.00,186.00
Dan Lagala,46014,Soosang Hand Pocha,239 Broad Ave,Palisades Park,Bergen,Bergen,1.00,186.00
Robin Feldman,54014,Elks Post 2271 (Z),20 Franklin St,Tenafly,Bergen,Bergen,1.00,186.00
Robin Feldman,230303,Crossed Keys Inn,136 Main St.,Andover,Sussex,Sussex,1.00,185.00
Robin Feldman,12058,Sports Friends Soccer (A),1 Ryerson Ave,Wayne,Passaic,Passaic,1.00,184.00
Dan Lagala,46027,Grand Wine Bar/Karaoke(Z),42 Broad Ave,Palisades Park,Bergen,Bergen,1.00,183.00
Allison Scott,12043,Outback Stkhse(P)Wayne,189 Berdan Avenue,Wayne,Passaic,Passaic,1.00,183.00
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Rochelle Park,Bergen,Bergen,1.00,182.00
Paul Mclaughlin,57012,N Milford Ath Club,126 Boulevard,New Milford,Bergen,Bergen,1.00,182.00
Allison Scott,12020,Lakeside Drive Tavern,56 Lake Drive West,Wayne,Passaic,Passaic,1.00,180.00
Robin Feldman,66002,Kiku (Z) Restaurant,385 Rte 9w,Alpine,Bergen,Bergen,1.00,178.00
Brian Sengebush,191104,Chapala Grill - Lake Hopatcong,161 NJ-181,Lake Hopatcong,Morris,Morris 1,1.00,177.00
Robin Feldman,31009,Vesta Wood Fired Pizza,64 Hoboken Road,East Rutherford,Bergen,Bergen,1.00,177.00
Nick Melissari,78016,Outback Stk Hse Roch Pk,194 Rt 17 N,Rochelle Park,Bergen,Bergen,1.00,177.00
Brian Sengebush,191001,Stone Water,125 New Jersey 181,Lake Hopatcong,Morris,Morris 1,1.00,176.00
Nick Melissari,36014,Viva Margarita Wallington,413 Paterson Ave,Wallington,Bergen,Bergen,1.00,176.00
Allison Scott,14004,Sushi Lounge,235 Us-46,Totowa,Passaic,Passaic,1.00,176.00
Allison Scott,15048,D'carbon Restaurant,491 Mcbride Ave,West Paterson,Passaic,Passaic,1.00,176.00
Paul Mclaughlin,71005,Park Steakhouse,151 Kinderkamack Rd,Park Ridge,Bergen,Bergen,1.00,175.33
Robin Feldman,23012,Moose Lodge (Z),1268 Main Ave,Clifton,Passaic,Passaic,1.00,175.17
Robin Feldman,32020,Il Villaggio Rest,651 Rt 17 N,Carlstadt,Bergen,Bergen,1.00,175.00
Robin Feldman,79009,American Lgn (Z) (Maywood),135 E Passaic,Maywood,Bergen,Bergen,1.00,174.00
Brian Sengebush,190615,The Second Half On Main,5 E Main St Ste 15,Denville,Morris,Morris 1,1.00,173.00
Nick Melissari,31059,Apres Cafe,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,172.00
Allison Scott,7005,Chili's (Riverdale),58 NJ-23,Riverdale,Morris,Morris 3,1.00,172.00
Nick Melissari,37004,Tres Agaves,178 Palisade Ave,Garfield,Bergen,Bergen,1.00,172.00
Robin Feldman,2005,Arta Trattoria (P),1131 Greenwood Lake Turnp,Ringwood,Passaic,Passaic-FF,1.00,170.00
Robin Feldman,19014,Macaluso's (P),55 4th Ave,Hawthorne,Passaic,Passaic,1.00,169.00
Chris Payton,76001,Golden Pub (P),335 Market St,Saddle Brook,Bergen,Bergen,1.00,169.00
Allison Scott,12008,North Jersey C C,594 Hamburg Turnpike,Wayne,Passaic,Passaic,1.00,167.00
Brian Sengebush,230426,The Newton Theatre,234 Spring Street,Newton,Sussex,Sussex,1.00,165.00
Chris Payton,47003,Mk Valencia Rest & Lg(P),228 Main Street,Ridgefield Park,Bergen,Bergen,1.00,164.00
Robin Feldman,11004,Arca,211 Main St,Lincoln Park,Morris,Morris 3,1.00,163.00
Dan Lagala,49024,Ventana's Restaurant,200 Park Ave,Fort Lee,Bergen,Bergen,1.00,163.00
Robin Feldman,8013,Vfw 2906 Pompt. Lks.(Z),260 Wanaque Avenue,Pompton Lakes,Passaic,Passaic,1.00,163.00
Allison Scott,12015,Izumi Hibachi Steak House,517 NJ-23,Wayne,Passaic,Passaic,1.00,163.00
Allison Scott,24006,The Grand Saloon,940 Van Houten Ave,Clifton,Passaic,Passaic,1.00,162.00
Robin Feldman,55008,American Lgn (Z) (Cresskill),75 Legion Dr,Cresskill,Bergen,Bergen,1.00,159.00
Matt Powierski,77011,Asu Mare Peru Restobar,430 Market St,Elmwood Park,Bergen,Bergen,1.00,159.00
Allison Scott,5002,100 Proof Bar & Bites,227 Main Street,Butler,Morris,Morris 3,1.00,158.00
Nick Melissari,80003,The Capital Grille (A),1 Garden State Plaza,Paramus,Bergen,Bergen,1.00,158.00
Dan Lagala,49061,Double Tree Hotel Ft Lee,2117 Route 4 E,Fort Lee,Bergen,Bergen,1.00,158.00
Robin Feldman,2009,Frungillo Caterers,7 Morris Road,Ringwood,Passaic,Passaic-FF,1.00,156.00
Brian Sengebush,191502,Alice's (Z),24 Nolan Point Park Rd,Lake Hopatcong,Morris,Morris 1,1.00,156.00
Robin Feldman,10002,American Lgn Pequannock 450,11 Oak Ave,Pequannock,Morris,Morris 3,1.00,155.00
Nick Melissari,41025,Morton's The Stkhse Hacke,274 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,153.00
Nick Melissari,89001,Savini Rest (A),168 W Cresent Ave,Allendale,Bergen,Bergen,1.00,153.00
Robin Feldman,52032,Ideal Lodge 470 (P),17 Bennett Rd,Englewood,Bergen,Bergen,1.00,153.00
Nick Melissari,80042,Olive Garden Paramus,1620 Bergen Town Center,Paramus,Bergen,Bergen,1.00,152.00
Robin Feldman,34000,Holiday Inn (Hasbrook Height),283 Route 17 South,Hasbrouck Heights,Bergen,Bergen,1.00,152.00
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,Passaic,Passaic,1.00,152.00
Brian Sengebush,191818,Holiday Inn,1000 International Dr,Budd Lake,Morris,Morris 1,1.00,151.00
Robin Feldman,66001,Montammy Golf Club (P),Route 9 W,Alpine,Bergen,Bergen,1.00,150.00
Robin Feldman,12019,In The Crease (P),10 Nevins Road,Wayne,Passaic,Passaic,1.00,150.00
Robin Feldman,5009,K Of C Pequannock Valley,65 Hamburg Turnpike,Butler,Morris,Morris 3,1.00,150.00
Paul Mclaughlin,52018,Aumm Aumm @The Brownstone,73 Brownstone Way,Englewood,Bergen,Bergen,1.00,150.00
Allison Scott,13005,Sear,1 Route 23 South,Little Falls,Passaic,Passaic,1.00,149.00
Paul Mclaughlin,67010,Biddy O'malleys Pub (A),191 Paris Ave,Northvale,Bergen,Bergen,1.00,149.00
Nick Melissari,80013,Bonefish Grill (A) (Paramus),601 From Road,Paramus,Bergen,Bergen,1.00,148.00
Robin Feldman,231314,Elks Lodge 2288,152 Compton Rd,Sussex,Sussex,Sussex,1.00,147.00
Robin Feldman,230404,American Lgn #86 Newton,20 Yates Ave,Newton,Sussex,Sussex,1.00,147.00
Paul Mclaughlin,60004,La Taberna Steak House,31 W Madison Ave,Dumont,Bergen,Bergen,1.00,147.00
Brian Sengebush,231606,The Lafayette House,75 NJ-15,Lafayette,Sussex,Sussex,1.00,146.00
Dan Lagala,44031,Viva La Margarita Cliffside Park,790 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,146.00
Nick Melissari,40024,Maggiano's Little(A)Italy,70 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,146.00
Robin Feldman,29054,San Carlo Restaurant,620 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,1.00,145.00
Nick Melissari,28027,Roma Rest. (P),33 Crystal St,North Arlington,Bergen,Bergen,1.00,145.00
Paul Mclaughlin,40026,Brooklyn's (A),161 Hackensack Ave,Hackensack,Bergen,Bergen,1.00,145.00
Allison Scott,12048,Anthonys CF Pizza (Wayne),1600 NJ-23,Wayne,Passaic,Passaic,1.00,143.00
Dan Lagala,49090,Homewood Suites Edgewater,10 The Promenade,Edgewater,Bergen,Bergen,1.00,142.00
Nick Melissari,31062,Dream Live Performing Arts Center,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,142.00
Paul Mclaughlin,59006,The Oak House,2 Kinderkamack Rd,Oradell,Bergen,Bergen,1.00,142.00
Nick Melissari,31006,The Roosevelt,356 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,141.00
Jim Heaney,30030,Sonoma Bistro,59 Park Ave,Rutherford,Bergen,Bergen,1.00,141.00
Allison Scott,12065,"Buffalo Wild Wings - Wayne, NJ",1400 Willowbrook Mall,Wayne,Passaic,Passaic,1.00,141.00
Brian Sengebush,231713,Flatbrook Tap House (P),180 Us-206,Branchville,Sussex,Sussex,1.00,141.00
Robin Feldman,5016,Vfw Butler,69 Carey Avenue,Butler,Morris,Morris 3,1.00,140.08
Robin Feldman,29033,Courtyard Marriott(A),1 Polito Avenue,Lyndhurst,Bergen,Bergen,1.00,139.00
Paul Mclaughlin,70013,Flemings Prime Steakhouse and Wine Bar,210 Market St,Montvale,Bergen,Bergen,1.00,139.00
Nick Melissari,31045,Dream Bar,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,139.00
Nick Melissari,28016,Inka Flames,11-35 River Rd,North Arlington,Bergen,Bergen,1.00,137.00
Dan Lagala,49072,JJ Dak,144 Main St,Fort Lee,Bergen,Bergen,1.00,137.00
Dan Lagala,46017,Mariachi (Roku) (Z),15 Grand Ave,Palisades Park,Bergen,Bergen,1.00,135.00
Robin Feldman,17017,Veterans Club (Z),417 Roe Street,Haledon,Passaic,Passaic,1.00,134.00
Anthony Palmisano,4003,Cinco De Mayo (Z),125 Hamburg Turnpike,Bloomingdale,Passaic,Passaic,1.00,133.90
Matt Powierski,37050,Royal Manor,454 Midland Ave,Garfield,Bergen,Bergen,1.00,133.00
Robin Feldman,191815,Eastern Asian Bistro/Bar,3 Mt Olive Rd,Budd Lake,Morris,Morris 1,1.00,133.00
Robin Feldman,190708,American Lgn Rockaway,210 Chestnut Terr,Rockaway,Morris,Morris 1,1.00,132.00
Javier Melo,36026,Agave Cocina Mexicana,32 Locust Ave,Wallington,Bergen,Bergen,1.00,131.33
Nick Melissari,31053,Little Sheep Restaurant/Bar,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,131.00
Brian Sengebush,230307,Newton Country Club,25 Club Rd,Newton,Sussex,Sussex,1.00,130.00
Paul Mclaughlin,69012,449 Prime @ Edgewood Country Club,449 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,129.50
Nick Melissari,88008,American Lgn (P) (Waldwick),46 Franklin Tpke,Waldwick,Bergen,Bergen,1.00,129.00
Pablo Lopez,25071,Jaimito's Crtside(Z),66 Center St,Clifton,Passaic,Passaic,1.00,128.00
Office Tell Sell,36035,Hillside (A) S A C,26 1st St,Wallington,Bergen,Bergen,1.00,128.00
Paul Mclaughlin,51005,Zina's Steakhouse & Grill,827 Teaneck Rd,Teaneck,Bergen,Bergen,1.00,128.00
Office Tell Sell,78018,Columbian Club (Z),235 Rochelle Ave,Rochelle Park,Bergen,Bergen,1.00,127.00
Robin Feldman,40040,St Paul Lodge#7,184 Berdan Place,Hackensack,Bergen,Bergen,1.00,127.00
Nick Melissari,41017,Rosa Mexicano (A),390 Hackensack Ave # 60,Hackensack,Bergen,Bergen,1.00,125.00
Robin Feldman,43035,S & A Society (Z),270 Walker St,Fairview,Bergen,Bergen,1.00,124.33
Allison Scott,13013,Amer Lgn L Falls (Z),55 Van Ness Ave,Little Falls,Passaic,Passaic,1.00,123.00
Paul Mclaughlin,70012,Fire & Oak (A),100 Chestnut Ridge Rd,Montvale,Bergen,Bergen,1.00,123.00
Nick Melissari,29030,City Lounge (P),455 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,123.00
Pablo Lopez,24030,El Mexicano Rest (P),1293 Main Ave,Clifton,Passaic,Passaic,1.00,122.00
Robin Feldman,14013,Elks Post 2111 (A),1 Fellner Place,Totowa,Passaic,Passaic,1.00,122.00
Brian Sengebush,230424,Moose Lodge 432,214 Co Rd 622,Fredon Township,Sussex,Sussex,1.00,121.00
Nick Melissari,94010,Portobello Banquets,155 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,120.00
Robin Feldman,230807,North Shore House,912 Swartswood Rd,Swartswood,Sussex,Sussex,1.00,118.00
Dan Lagala,46010,So Noon Nan Jib,238 Broad Ave,Palisades Park,Bergen,Bergen,1.00,118.00
Nick Melissari,80012,California Pizza Paramus,1160 Garden State Plaza,Paramus,Bergen,Bergen,1.00,117.00
Allison Scott,12056,PF Changs China Bistro (Wayne),1900 Willowbrook Blvd,Wayne,Passaic,Passaic,1.00,116.00
Brian Sengebush,231806,Walpack Inn,Rt 615,Walpack,Sussex,Sussex,1.00,116.00
Robin Feldman,40035,Chit Chat Diner,515 Essex St,Hackensack,Bergen,Bergen,1.00,115.00
Robin Feldman,60016,Elks Post (Z) Dumont,15 American Legion Place,Dumont,Bergen,Bergen,1.00,113.00
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,901 Co Rd 521,Newton,Sussex,Sussex,1.00,112.00
Paul Mclaughlin,68006,Old Tappan Manor (P),137 Orangeburg Rd,Old Tappan,Bergen,Bergen,1.00,112.00
Brian Sengebush,191802,E & D Liquors (P),382 Us-46 # 3,Budd Lake,Morris,Morris 1,1.00,112.00
Robin Feldman,17019,La Neves (P),276 Belmont Ave,Haledon,Passaic,Passaic,1.00,111.00
Brian Sengebush,231711,Riviera Maya,340 Us-206,Branchville,Sussex,Sussex,1.00,111.00
Nick Melissari,31042,Residence Inn East Rutherford,10 Murray Hill Pkway,East Rutherford,Bergen,Bergen,1.00,110.00
Allison Scott,5004,Outback,1538 NJ-23,Butler,Morris,Morris 3,1.00,109.00
Office Tell Sell,38035,The Elan (P),111 Rt 46 W,Lodi,Bergen,Bergen,1.00,108.00
Robin Feldman,12068,Courtyard by Marriott Wayne Fairfield,263 US-46,Wayne,Passaic,Passaic,1.00,107.00
Brian Sengebush,190921,White Owl Tavern,17 Fern Ave,Wharton,Morris,Morris 1,1.00,107.00
Robin Feldman,190710,Hilton Garden Inn Rockaway,375 Mt Hope Ave,Rockaway,Morris,Morris 1,1.00,106.00
Matt Powierski,37001,Good Fella's (Z) Rest.,661 Midland Ave,Garfield,Bergen,Bergen,1.00,106.00
Nick Melissari,96007,The Original Barn,359 Sicomac Ave,Wyckoff,Bergen,Bergen,1.00,106.00
Nick Melissari,49064,Bareburger (Edgewater),78 The Promenade,Edgewater,Bergen,Bergen,1.00,106.00
Robin Feldman,50038,Hampton Inn & Suites,1 Glenwood Ave,Teaneck,Bergen,Bergen,1.00,106.00
Paul Mclaughlin,72002,Bareburger (Woodcliff Lake),453 Chestnut Ridge Rd 23c,Woodcliff Lake,Bergen,Bergen,1.00,105.00
Robin Feldman,11012,American Lg 279 Lincoln Park,133 Main Street,Lincoln Park,Morris,Morris 3,1.00,105.00
Paul Mclaughlin,54001,Tenafly Pizza (Z),38 W Railroad Ave,Tenafly,Bergen,Bergen,1.00,104.17
Paul Mclaughlin,74021,Bar Mutz,90 Center Ave,Westwood,Bergen,Bergen,1.00,104.00
Derrick Laws,20038,Patsy's (A) Tavern,72 7th Ave,Paterson,Passaic,Passaic,1.00,101.00
Robin Feldman,93001,Stateline Diner (P),375 Rt 17 N,Mahwah,Bergen,Bergen,1.00,101.00
Robin Feldman,43033,American Lgn Fairview (A),110 Anderson Ave,Fairview,Bergen,Bergen,1.00,101.00
Matt Powierski,33003,Segovia,150 Moonachie Road,Moonachie,Bergen,Bergen,1.00,101.00
Nick Melissari,34017,Ktb Coffee Shop,183 Boulevard,Hasbrouck Heights,Bergen,Bergen,1.00,101.00
Nick Melissari,49043,De Novo European Pub,1257 River Rd,Edgewater,Bergen,Bergen,1.00,101.00
Dan Lagala,49083,Courtyard By Marriott Edgewater,3 Pembroke Rd,Edgewater,Bergen,Bergen,1.00,100.00
Brian Sengebush,190104,Black Rabbit Saloon LLC,8 Main Rd,Montville,Morris,Morris 1,1.00,100.00
Robin Feldman,30002,American Lgn 109 (P) Rutherford,424 Carmita Ave,Rutherford,Bergen,Bergen,1.00,99.00
Robin Feldman,190613,Rock Ridge Community,55 Entrance Way,Denville,Morris,Morris 1,1.00,99.00
Nick Melissari,40025,Pf Changs China Bis(A) (Hackensack),50 Riverside Square Mall,Hackensack,Bergen,Bergen,1.00,99.00
Nick Melissari,93008,Nonna's Pizza,11 Franklin Tpke,Mahwah,Bergen,Bergen,1.00,99.00
Mike Ast,18002,Cinco De Mayo,371 High Mt Road,North Haledon,Passaic,Passaic,1.00,99.00
Brian Sengebush,190910,NORTE 175,175 N Main St,Wharton,Morris,Morris 1,1.00,99.00
Robin Feldman,9009,Cedar Crest Village(607),1 Cedar Crest Drive,Pompton Plains,Morris,Morris 3,1.00,98.00
Brian Sengebush,191718,Bell's Mansion,11 Main St,Stanhope,Sussex,Sussex,1.00,98.00
Allison Scott,25004,Matthews Italian Rest,1131 Bloomfield Avenue,Clifton,Passaic,Passaic,1.00,97.00
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,591 Main St,Little Falls,Passaic,Passaic,1.00,97.00
Robin Feldman,93018,Courtyard Mahwah,140 Rt 17 S,Mahwah,Bergen,Bergen,1.00,96.67
Allison Scott,12054,Red Lobster 225 Wayne,520 Us-46,Wayne,Passaic,Passaic,1.00,96.00
Brian Sengebush,190807,The Club (NAFIB4-22-A-0036),Picatinny Arsenal 121 buffington road,Picatinny,Morris,Morris 1,1.00,95.00
Robin Feldman,6003,Cypress,174 Kinnelon Road,Kinnelon,Morris,Morris 3,1.00,95.00
Chris Payton,76014,Que Pasta (A),326 Market St,Saddle Brook,Bergen,Bergen,1.00,95.00
Paul Mclaughlin,62007,The Hill,252 Schraalenburgh Rd,Closter,Bergen,Bergen,1.00,95.00
Office Tell Sell,33009,In Thyme,55 Moonachie Ave,Moonachie,Bergen,Bergen,1.00,95.00
Allison Scott,12014,Olive Garden (A) Wayne,83 Route 23 South,Wayne,Passaic,Passaic,1.00,94.00
