Sales Rep Assigned,Product Num Name,Customer Num & Company,On-Off Premise,Load Sheet Date,Placement Count   6/1/2026 - 8/31/2026,Placement Count   9/1/2026 - 9/30/2026,Placement Count Percentage Total
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,41009 TRUE FOOD,On Premise,6/18/2026,1.00,,
Brian Sengebush,1153 Fever Tree Blood Orange Ginger Beer 6/4/200 mL Btl,191502 Alice's (Z),On Premise,6/18/2026,1.00,,
Allison Scott,1157 Fever Tree Club Soda 6/4/200 mL Btl,12056 PF Changs China Bistro (Wayne),On Premise,6/18/2026,1.00,,
Nick Melissari,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,41009 TRUE FOOD,On Premise,6/18/2026,1.00,,
Anthony Palmisano,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/18/2026,1.00,,
Anthony Palmisano,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/18/2026,1.00,,
Brian Sengebush,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,1022 The Cheesecake Factory,On Premise,6/18/2026,1.00,,
Allison Scott,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/18/2026,1.00,,
Allison Scott,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,12056 PF Changs China Bistro (Wayne),On Premise,6/18/2026,1.00,,
Allison Scott,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/18/2026,1.00,,
Brian Sengebush,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,190724 PF Changs,On Premise,6/17/2026,1.00,,
Chris Payton,1155 Fever Tree Ginger Beer 3/8/150 mL Can,81017 JJ's Pub,On Premise,6/17/2026,1.00,,
Allison Scott,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,13016 THE TIES,On Premise,6/17/2026,1.00,,
Chris Payton,1159 Fever Tree Club Soda 3/8/150 mL Can,81017 JJ's Pub,On Premise,6/17/2026,1.00,,
Nick Melissari,1157 Fever Tree Club Soda 6/4/200 mL Btl,41025 Morton's The Stkhse Hacke,On Premise,6/16/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,41025 Morton's The Stkhse Hacke,On Premise,6/16/2026,1.00,,
Paul Mclaughlin,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,52030 Sofia,On Premise,6/16/2026,1.00,,
Paul Mclaughlin,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,52030 Sofia,On Premise,6/16/2026,1.00,,
Allison Scott,1155 Fever Tree Ginger Beer 3/8/150 mL Can,7003 Blu Ale House,On Premise,6/16/2026,1.00,,
Nick Melissari,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,41025 Morton's The Stkhse Hacke,On Premise,6/16/2026,1.00,,
Nick Melissari,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,41025 Morton's The Stkhse Hacke,On Premise,6/16/2026,1.00,,
Allison Scott,1162 Fever Tree Tonic Water 3/8/150 mL Can,7003 Blu Ale House,On Premise,6/16/2026,1.00,,
Nick Melissari,1155 Fever Tree Ginger Beer 3/8/150 mL Can,92005 Kinchley's,On Premise,6/16/2026,1.00,,
Paul Mclaughlin,1154 Fever Tree Ginger Beer 8/500 mL Btl,85001 Eleven Central,On Premise,6/16/2026,1.00,,
Paul Mclaughlin,1157 Fever Tree Club Soda 6/4/200 mL Btl,52030 Sofia,On Premise,6/16/2026,1.00,,
Brian Sengebush,1160 Fever Tree Tonic Water 6/4/200 mL Btl,1024 Buffalo Wild Wings (Rockaway),On Premise,6/16/2026,1.00,,
Allison Scott,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,24038 J. Alexander's Restaurant,On Premise,6/15/2026,1.00,,
Allison Scott,1157 Fever Tree Club Soda 6/4/200 mL Btl,24038 J. Alexander's Restaurant,On Premise,6/15/2026,1.00,,
Dan Lagala,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,49016 Ipic Theaters,On Premise,6/15/2026,1.00,,
Allison Scott,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,24038 J. Alexander's Restaurant,On Premise,6/15/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,40024 Maggiano's Little(A)Italy,On Premise,6/12/2026,1.00,,
Nick Melissari,1154 Fever Tree Ginger Beer 8/500 mL Btl,80031 Grand Lux Cafe (A),On Premise,6/12/2026,1.00,,
Mike Ast,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,95001 Pazza,On Premise,6/12/2026,1.00,,
Mike Ast,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,95001 Pazza,On Premise,6/12/2026,1.00,,
Brian Sengebush,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,1022 The Cheesecake Factory,On Premise,6/12/2026,1.00,,
Brian Sengebush,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,1022 The Cheesecake Factory,On Premise,6/12/2026,1.00,,
Allison Scott,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,24026 Rock Bar,On Premise,6/12/2026,1.00,,
Paul Mclaughlin,1168 Fever Tree mediterranean Tonic Water 6/4/200 mL Btl,71005 Park Steakhouse,On Premise,6/11/2026,1.00,,
Robin Feldman,1158 Fever Tree Club Soda 8/500 mL Btl,192156 Hapgoods Restaurant,On Premise,6/11/2026,1.00,,
Allison Scott,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/11/2026,1.00,,
Allison Scott,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/11/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,41016 Cheesecake Fact (A)Hacken,On Premise,6/11/2026,1.00,,
Robin Feldman,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,192156 Hapgoods Restaurant,On Premise,6/11/2026,1.00,,
Paul Mclaughlin,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,70013 Flemings Prime Steakhouse and Wine Bar,On Premise,6/11/2026,1.00,,
Anthony Palmisano,1155 Fever Tree Ginger Beer 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/11/2026,1.00,,
Paul Mclaughlin,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,70013 Flemings Prime Steakhouse and Wine Bar,On Premise,6/11/2026,1.00,,
Anthony Palmisano,1175 Fever Tree Cucumber 6/4/200 mL Btl,230915 Crystal Sprs/Wild Turkey,On Premise,6/11/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,88002 Nellie's Place (P),On Premise,6/11/2026,1.00,,
Brian Sengebush,1154 Fever Tree Ginger Beer 8/500 mL Btl,190219 Columbia Inn,On Premise,6/11/2026,1.00,,
Anthony Palmisano,1173 Fever Tree Pink Grapefruit Soda 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/11/2026,1.00,,
Paul Mclaughlin,1176 Fever Tree Sicilian Lemonade 6/4/200 mL Btl,71005 Park Steakhouse,On Premise,6/11/2026,1.00,,
Nick Melissari,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,41016 Cheesecake Fact (A)Hacken,On Premise,6/11/2026,1.00,,
Allison Scott,1155 Fever Tree Ginger Beer 3/8/150 mL Can,25078 The Shannon Rose (A),On Premise,6/11/2026,1.00,,
Robin Feldman,1160 Fever Tree Tonic Water 6/4/200 mL Btl,192156 Hapgoods Restaurant,On Premise,6/11/2026,1.00,,
Paul Mclaughlin,1157 Fever Tree Club Soda 6/4/200 mL Btl,52030 Sofia,On Premise,6/10/2026,1.00,,
Paul Mclaughlin,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,52030 Sofia,On Premise,6/10/2026,1.00,,
Paul Mclaughlin,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,52030 Sofia,On Premise,6/10/2026,1.00,,
Paul Mclaughlin,1154 Fever Tree Ginger Beer 8/500 mL Btl,85001 Eleven Central,On Premise,6/10/2026,1.00,,
Paul Mclaughlin,1155 Fever Tree Ginger Beer 3/8/150 mL Can,40038 Forte Ristorante,On Premise,6/10/2026,1.00,,
Mike Ast,1155 Fever Tree Ginger Beer 3/8/150 mL Can,84022 Park West Tavern,On Premise,6/10/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,80018 Millers Paramus Ale House,On Premise,6/9/2026,1.00,,
Brian Sengebush,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,1017 Millers Ale House Rockawa,On Premise,6/9/2026,1.00,,
Allison Scott,1155 Fever Tree Ginger Beer 3/8/150 mL Can,7003 Blu Ale House,On Premise,6/9/2026,1.00,,
Allison Scott,1162 Fever Tree Tonic Water 3/8/150 mL Can,7003 Blu Ale House,On Premise,6/9/2026,1.00,,
Paul Mclaughlin,1155 Fever Tree Ginger Beer 3/8/150 mL Can,65007 86 and Vine,On Premise,6/8/2026,1.00,,
Paul Mclaughlin,1175 Fever Tree Cucumber 6/4/200 mL Btl,52030 Sofia,On Premise,6/5/2026,1.00,,
Paul Mclaughlin,1163 Fever Tree Tonic Water Light 6/4/200 mL Btl,52030 Sofia,On Premise,6/5/2026,1.00,,
Brian Sengebush,1154 Fever Tree Ginger Beer 8/500 mL Btl,190219 Columbia Inn,On Premise,6/5/2026,1.00,,
Paul Mclaughlin,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,52030 Sofia,On Premise,6/5/2026,1.00,,
Office Tell Sell,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,49025 Flemings Stkhse (P),On Premise,6/5/2026,1.00,,
Office Tell Sell,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,49025 Flemings Stkhse (P),On Premise,6/5/2026,1.00,,
Office Tell Sell,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,49025 Flemings Stkhse (P),On Premise,6/5/2026,1.00,,
Paul Mclaughlin,1155 Fever Tree Ginger Beer 3/8/150 mL Can,86007 Bacari,On Premise,6/5/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,94009 Oakland Diner,On Premise,6/4/2026,1.00,,
Anthony Palmisano,1167 Fever Tree Elderflower Tonic Water 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/4/2026,1.00,,
Robin Feldman,1157 Fever Tree Club Soda 6/4/200 mL Btl,192156 Hapgoods Restaurant,On Premise,6/4/2026,1.00,,
Robin Feldman,1160 Fever Tree Tonic Water 6/4/200 mL Btl,192156 Hapgoods Restaurant,On Premise,6/4/2026,1.00,,
Robin Feldman,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,192156 Hapgoods Restaurant,On Premise,6/4/2026,1.00,,
Nick Melissari,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,41016 Cheesecake Fact (A)Hacken,On Premise,6/4/2026,1.00,,
Brian Sengebush,1166 Fever Tree Elderflower Tonic Water 6/4/200 mL Btl,191509 The Beacon,On Premise,6/4/2026,1.00,,
Nick Melissari,1154 Fever Tree Ginger Beer 8/500 mL Btl,80031 Grand Lux Cafe (A),On Premise,6/4/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,41016 Cheesecake Fact (A)Hacken,On Premise,6/4/2026,1.00,,
Anthony Palmisano,1155 Fever Tree Ginger Beer 3/8/150 mL Can,230915 Crystal Sprs/Wild Turkey,On Premise,6/4/2026,1.00,,
Anthony Palmisano,1174 Fever Tree Lime-Yuzu 6/4/200 mL Btl,230915 Crystal Sprs/Wild Turkey,On Premise,6/4/2026,1.00,,
Allison Scott,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/4/2026,1.00,,
Brian Sengebush,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,191509 The Beacon,On Premise,6/4/2026,1.00,,
Nick Melissari,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,40025 Pf Changs China Bis(A) (Hackensack),On Premise,6/4/2026,1.00,,
Brian Sengebush,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,1022 The Cheesecake Factory,On Premise,6/4/2026,1.00,,
Allison Scott,1169 Fever Tree Ginger Ale 6/4/200 mL Btl,12041 Cheesecake Fact (A)Wayne,On Premise,6/4/2026,1.00,,
Paul Mclaughlin,1178 Fever Tree Expresso Martini Mix 8/500 mL Btl,81004 Stosh's Craft Bar (Z),On Premise,6/3/2026,1.00,,
Pablo Lopez,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,25051 Portuguese Tavern Steak House,On Premise,6/3/2026,1.00,,
Allison Scott,1155 Fever Tree Ginger Beer 3/8/150 mL Can,10010 Sunset Valley G C (A),On Premise,6/2/2026,1.00,,
Nick Melissari,1160 Fever Tree Tonic Water 6/4/200 mL Btl,92003 Bar Boutique,On Premise,6/2/2026,1.00,,
Mike Ast,1172 Fever Tree Pink Grapefruit Soda 6/4/200 mL Btl,95001 Pazza,On Premise,6/2/2026,1.00,,
Nick Melissari,1158 Fever Tree Club Soda 8/500 mL Btl,92003 Bar Boutique,On Premise,6/2/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,92003 Bar Boutique,On Premise,6/2/2026,1.00,,
Nick Melissari,1155 Fever Tree Ginger Beer 3/8/150 mL Can,92005 Kinchley's,On Premise,6/2/2026,1.00,,
Brian Sengebush,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,1017 Millers Ale House Rockawa,On Premise,6/2/2026,1.00,,
Nick Melissari,1151 Fever Tree Ginger Beer 6/4/200 mL Btl,80018 Millers Paramus Ale House,On Premise,6/2/2026,1.00,,
